index,index_old,category,category_v2,command_kor,command_eng,ir_gt,connected_devices,notes
22,22.0,6.0,C05,"정원 조도가 50 미만이고 테라스 조명이 꺼져 있으면, 조명을 켜고 정원 스피커로 조명을 켠다고 말해줘.","If the garden illuminance is below 50 and the terrace light is off, turn on the light and play an announcement in the garden.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""LightSensor.Brightness < 50 and Switch.Switch == false"", ""then"": [{""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0, ""Rate"": 0.0}}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""Please turn on the terrace light.""}}], ""else"": []}]}","{""Garden_Illum"": {""category"": [""LightSensor""], ""tags"": [""Garden"", ""LightSensor""]}, ""Porch_Illum"": {""category"": [""LightSensor""], ""tags"": [""Porch"", ""LightSensor""]}, ""Terrace_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Terrace"", ""Light"", ""Switch""]}, ""Porch_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Porch"", ""Light"", ""Switch""]}, ""Garden_Speaker"": {""category"": [""Speaker""], ""tags"": [""Garden"", ""Speaker""]}, ""Terrace_Speaker"": {""category"": [""Speaker""], ""tags"": [""Terrace"", ""Speaker""]}}",
23,23.0,6.0,C05,"비가 오고 거실 창문이 열려 있으면, 창문을 닫고 제습기를 제습 모드로 설정해줘.","If it is raining and the living room window is open, close the window and set the dehumidifier to dehumidifying mode.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""RainSensor.Rain == true and WindowCovering.CurrentPosition > 0"", ""then"": [{""op"": ""call"", ""target"": ""WindowCovering.DownOrClose"", ""args"": {}}, {""op"": ""call"", ""target"": ""Dehumidifier.SetDehumidifierMode"", ""args"": {""Mode"": ""dehumidifying""}}], ""else"": []}]}","{""Outdoor_Rain"": {""category"": [""RainSensor""], ""tags"": [""Outdoor"", ""RainSensor""]}, ""Garden_Rain"": {""category"": [""RainSensor""], ""tags"": [""Garden"", ""RainSensor""]}, ""LivingRoom_Window"": {""category"": [""WindowCovering""], ""tags"": [""LivingRoom"", ""Window"", ""WindowCovering""]}, ""Bedroom_Window"": {""category"": [""WindowCovering""], ""tags"": [""Bedroom"", ""Window"", ""WindowCovering""]}, ""Living_Dehum"": {""category"": [""Dehumidifier""], ""tags"": [""Living"", ""Dehumidifier""]}, ""Bedroom_Dehum"": {""category"": [""Dehumidifier""], ""tags"": [""Bedroom"", ""Dehumidifier""]}}",
24,24.0,6.0,C05,"아기방 소리가 50dB 이상이고 거실 스피커가 멈춘 상태면, 거실 스피커로 아기가 깼다고 말하고 lullaby.mp3 파일 재생을 시작해줘.","If the baby room sound is 50dB or higher and the living room speaker is stopped, say the baby is awake through the speaker and play ""lullaby.mp3"" file.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""SoundSensor.Sound >= 50 and Speaker.PlaybackState == \""stopped\"""", ""then"": [{""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""the baby is awake""}}, {""op"": ""call"", ""target"": ""Speaker.Play"", ""args"": {""MediaSource"": ""lullaby.mp3""}}], ""else"": []}]}","{""BabyRoom_Sound"": {""category"": [""SoundSensor""], ""tags"": [""BabyRoom"", ""SoundSensor""]}, ""Bedroom_Sound"": {""category"": [""SoundSensor""], ""tags"": [""Bedroom"", ""SoundSensor""]}, ""LivingRoom_Speaker"": {""category"": [""Speaker""], ""tags"": [""LivingRoom"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",
25,25.0,6.0,C05,"서버실 온도가 30도 이상이고 에어컨이 꺼져 있으면, 에어컨을 냉방 모드로 켜고 메인 사이렌을 긴급 모드로 울려줘.","If the server room temperature is 30 degrees or higher and the AC is off, turn it on and sound the main emergency siren.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature >= 30 and Switch.Switch == false"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}, {""op"": ""call"", ""target"": ""Siren.SetSirenMode"", ""args"": {""Mode"": ""emergency""}}], ""else"": []}]}","{""Server_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""ServerRoom"", ""TemperatureSensor""]}, ""Basement_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""Basement"", ""TemperatureSensor""]}, ""Server_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""ServerRoom"", ""AirConditioner"", ""Switch""]}, ""Basement_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Basement"", ""AirConditioner"", ""Switch""]}, ""Main_Siren"": {""category"": [""Siren""], ""tags"": [""Main"", ""Siren""]}, ""Garage_Siren"": {""category"": [""Siren""], ""tags"": [""Garage"", ""Siren""]}}",
26,26.0,6.0,C05,"와인 셀러 온도가 15도 이상이고 습도가 60% 이상이면, 에어컨을 켜고 가습기를 꺼줘.","If the wine cellar temperature is 15 degrees or higher and humidity is 60% or higher, turn on the air conditioner and turn off the humidifier.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature >= 15 and HumiditySensor.Humidity >= 60"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}, {""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}]}","{""WineCellar_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""WineCellar"", ""TemperatureSensor""]}, ""Basement_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""Basement"", ""TemperatureSensor""]}, ""WineCellar_Hum"": {""category"": [""HumiditySensor""], ""tags"": [""WineCellar"", ""HumiditySensor""]}, ""Basement_Hum"": {""category"": [""HumiditySensor""], ""tags"": [""Basement"", ""HumiditySensor""]}, ""AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""AirConditioner"", ""Switch""]}, ""Bedroom_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Bedroom"", ""AirConditioner"", ""Switch""]}, ""WineCellar_Humidifier"": {""category"": [""Humidifier"", ""Switch""], ""tags"": [""Humidifier"", ""Switch""]}, ""Bedroom_Humidifier"": {""category"": [""Humidifier"", ""Switch""], ""tags"": [""Bedroom"", ""Humidifier"", ""Switch""]}}",
27,27.0,6.0,C05,"지하에서 누수가 감지되고 메인 밸브가 열려 있으면, 모든 메인 밸브를 잠그고 경찰 사이렌을 울려줘.","If a water leak is detected in the basement and the main valve is open, close all main valves and sound the police siren.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""LeakSensor.Leakage == true and Valve.ValveState == true"", ""then"": [{""op"": ""call"", ""target"": ""Valve.Close"", ""args"": {}}, {""op"": ""call"", ""target"": ""Siren.SetSirenMode"", ""args"": {""Mode"": ""police""}}], ""else"": []}]}","{""Basement_Leak"": {""category"": [""LeakSensor""], ""tags"": [""Basement"", ""LeakSensor""]}, ""Garage_Leak"": {""category"": [""LeakSensor""], ""tags"": [""Garage"", ""LeakSensor""]}, ""Main_Valve_1"": {""category"": [""Valve""], ""tags"": [""Main"", ""Valve""]}, ""Main_Valve_2"": {""category"": [""Valve""], ""tags"": [""Main"", ""Valve""]}, ""Garden_Valve"": {""category"": [""Valve""], ""tags"": [""Garden"", ""Valve""]}, ""Main_Siren"": {""category"": [""Siren""], ""tags"": [""Main"", ""Siren""]}, ""Garage_Siren"": {""category"": [""Siren""], ""tags"": [""Garage"", ""Siren""]}}",
28,28.0,6.0,C05,"창고 미세먼지가 100 이상이고 공기청정기가 자동 모드이면, 모드를 강풍 모드로 바꾸고 창고 스피커로 ""강풍 모드로 전환합니다""라고 말해줘.","If the warehouse fine dust level is 100 or higher and the air purifier is in auto mode, switch it to high mode and say through the warehouse speaker ""Switching to high mode"".","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""AirQualitySensor.FineDustLevel >= 100 and AirPurifier.AirPurifierMode == \""auto\"""", ""then"": [{""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""high""}}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""Switching to high mode""}}], ""else"": []}]}","{""Warehouse_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""Warehouse"", ""AirQualitySensor""]}, ""Office_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""Office"", ""AirQualitySensor""]}, ""Warehouse_AP"": {""category"": [""AirPurifier""], ""tags"": [""Warehouse"", ""AirPurifier""]}, ""Office_AP"": {""category"": [""AirPurifier""], ""tags"": [""Office"", ""AirPurifier""]}, ""Warehouse_Speaker"": {""category"": [""Speaker""], ""tags"": [""Warehouse"", ""Speaker""]}, ""Office_Speaker"": {""category"": [""Speaker""], ""tags"": [""Office"", ""Speaker""]}}",
29,29.0,6.0,C05,"게스트룸에 움직임이 감지되고 있고 에어컨이 꺼져 있으면, 에어컨을 자동 모드로 설정하고 목표 온도를 24도로 설정해줘.","If the motion is detected in the guest room and the air conditioner is off, set the air conditioner to auto mode and set the target temperature to 24.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""MotionSensor.Motion == true and Switch.Switch == false"", ""then"": [{""op"": ""call"", ""target"": ""AirConditioner.SetAirConditionerMode"", ""args"": {""Mode"": ""auto""}}, {""op"": ""call"", ""target"": ""AirConditioner.SetTargetTemperature"", ""args"": {""Temperature"": 24.0}}], ""else"": []}]}","{""GuestRoom_Motion"": {""category"": [""MotionSensor""], ""tags"": [""GuestRoom"", ""MotionSensor""]}, ""Bedroom_Motion"": {""category"": [""MotionSensor""], ""tags"": [""Bedroom"", ""MotionSensor""]}, ""GuestRoom_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""GuestRoom"", ""AirConditioner"", ""Switch""]}, ""Bedroom_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Bedroom"", ""AirConditioner"", ""Switch""]}}",
30,30.0,6.0,C05,"거실 조명이 켜져 있고 조도가 50 럭스 이상이면, 거실 블라인드를 닫고 에어컨을 자동 모드로 설정해줘.","If the living room light is on and the illuminance is 50 lux or higher, close the living room blind and set the AC to auto mode.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""Switch.Switch == true and LightSensor.Brightness >= 50"", ""then"": [{""op"": ""call"", ""target"": ""WindowCovering.DownOrClose"", ""args"": {}}, {""op"": ""call"", ""target"": ""AirConditioner.SetAirConditionerMode"", ""args"": {""Mode"": ""auto""}}], ""else"": []}]}","{""LivingRoom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""LivingRoom"", ""Light"", ""Switch""]}, ""Bedroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bedroom"", ""Light"", ""Switch""]}, ""LivingRoom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""LivingRoom"", ""LightSensor""]}, ""Bedroom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""Bedroom"", ""LightSensor""]}, ""LivingRoom_Blind"": {""category"": [""WindowCovering""], ""tags"": [""LivingRoom"", ""Blind"", ""WindowCovering""]}, ""Bedroom_Blind"": {""category"": [""WindowCovering""], ""tags"": [""Bedroom"", ""Blind"", ""WindowCovering""]}, ""LivingRoom_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""LivingRoom"", ""AirConditioner""]}, ""Bedroom_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Bedroom"", ""AirConditioner""]}}",
2,2.0,7.0,C17,"30분마다 체크해서 온도가 20도 이상, 30도 미만이면 에어컨을 자동모드로 설정하고, 30도 이상이면 쿨모드로 설정해줘.","Every 30 minutes, if the temperature is 20 degrees or higher and below 30 degrees, set the air conditioner to auto mode; if it is 30 degrees or higher, set it to cool mode.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""30 MIN"", ""body"": [{""op"": ""read"", ""var"": ""temp"", ""src"": ""TemperatureSensor.Temperature""}, {""op"": ""if"", ""cond"": ""$temp >= 20 and $temp < 30"", ""then"": [{""op"": ""call"", ""target"": ""AirConditioner.SetAirConditionerMode"", ""args"": {""Mode"": ""auto""}}], ""else"": [{""op"": ""if"", ""cond"": ""$temp >= 30"", ""then"": [{""op"": ""call"", ""target"": ""AirConditioner.SetAirConditionerMode"", ""args"": {""Mode"": ""auto""}}], ""else"": []}]}]}]}","{""Living_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""Living"", ""TemperatureSensor""]}, ""Bedroom_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""Bedroom"", ""TemperatureSensor""]}, ""Living_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Living"", ""AirConditioner""]}, ""Bedroom_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Bedroom"", ""AirConditioner""]}}",
3,3.0,7.0,C15,매일 자정에 도어락을 잠궈줘.,Lock the doorlock every day at midnight.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 0 * * *""}, {""op"": ""call"", ""target"": ""DoorLock.Lock"", ""args"": {}}]}","{""Entrance_Lock"": {""category"": [""DoorLock""], ""tags"": [""Entrance"", ""DoorLock""]}, ""Garage_Lock"": {""category"": [""DoorLock""], ""tags"": [""Garage"", ""DoorLock""]}}",
1,4.0,7.0,C16,주말 오후 3시에 누수를 체크해서 감지되면 긴급 사이렌을 울려줘.,"On weekends at 3 PM, check for leakage; if detected, set the siren to emergency mode.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 15 * * 6,7""}, {""op"": ""if"", ""cond"": ""LeakSensor.Leakage == true"", ""then"": [{""op"": ""call"", ""target"": ""Siren.SetSirenMode"", ""args"": {""Mode"": ""emergency""}}], ""else"": []}]}","{""Basement_Leak"": {""category"": [""LeakSensor""], ""tags"": [""Basement"", ""LeakSensor""]}, ""Kitchen_Leak"": {""category"": [""LeakSensor""], ""tags"": [""Kitchen"", ""LeakSensor""]}, ""Main_Siren"": {""category"": [""Siren""], ""tags"": [""Main"", ""Siren""]}, ""Entrance_Siren"": {""category"": [""Siren""], ""tags"": [""Entrance"", ""Siren""]}}",
4,5.0,7.0,C15,매일 아침 7시에 밥솥을 재가열 모드로 설정해줘.,Set the rice cooker to reheating mode every morning at 7 AM.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 7 * * *""}, {""op"": ""call"", ""target"": ""RiceCooker.SetRiceCookerMode"", ""args"": {""Mode"": ""reheating""}}]}","{""Kitchen_RiceCooker"": {""category"": [""RiceCooker""], ""tags"": [""Kitchen"", ""RiceCooker""]}, ""Dining_RiceCooker"": {""category"": [""RiceCooker""], ""tags"": [""Dining"", ""RiceCooker""]}}",
2,6.0,7.0,C18,주말 오후에 30분마다 로봇청소기를 자동모드로 작동시켜줘.,"Every 30 minutes on weekend afternoons, set the robot vacuum cleaner to auto mode.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 15 * * 6,7""}, {""op"": ""call"", ""target"": ""RobotVacuumCleaner.SetRobotVacuumCleanerCleaningMode"", ""args"": {""Mode"": ""auto""}}]}","{""Living_RVC"": {""category"": [""RobotVacuumCleaner""], ""tags"": [""Living"", ""RobotVacuumCleaner""]}, ""Bedroom_RVC"": {""category"": [""RobotVacuumCleaner""], ""tags"": [""Bedroom"", ""RobotVacuumCleaner""]}}",
3,7.0,7.0,C18,밤10시부터 자정까지 10분마다 긴급 사이렌을 울려줘.,"From 10 PM to midnight every 10 minutes, sound the emergency siren.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 22 * * *""}, {""op"": ""cycle"", ""until"": ""clock.time >= 2400"", ""period"": ""10 MIN"", ""body"": [{""op"": ""call"", ""target"": ""Siren.SetSirenMode"", ""args"": {""Mode"": ""emergency""}}]}]}","{""Main_Siren"": {""category"": [""Siren""], ""tags"": [""Main"", ""Siren""]}, ""Entrance_Siren"": {""category"": [""Siren""], ""tags"": [""Entrance"", ""Siren""]}}",
5,8.0,7.0,C15,평일 오전 8시부터 자정까지 한 시간마다 카메라로 사진을 찍어줘.,"On weekdays from 8 AM to midnight every hour, capture an image with the camera.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 8 * * 1-5""}, {""op"": ""cycle"", ""until"": ""clock.time >= 2400"", ""period"": ""1 HOUR"", ""body"": [{""op"": ""call"", ""target"": ""Camera.CaptureImage"", ""args"": {}}]}]}","{""Entrance_Camera"": {""category"": [""Camera""], ""tags"": [""Entrance"", ""Camera""]}, ""Garage_Camera"": {""category"": [""Camera""], ""tags"": [""Garage"", ""Camera""]}}",
6,9.0,7.0,C15,새해가 되면 로봇팔로 인사해줘.,"When the new year begins, make the arm robot say hello.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 0 1 1 *""}, {""op"": ""call"", ""target"": ""ArmRobot.Hello"", ""args"": {}}]}","{""Main_ArmRobot"": {""category"": [""ArmRobot""], ""tags"": [""Main"", ""ArmRobot""]}, ""Lab_ArmRobot"": {""category"": [""ArmRobot""], ""tags"": [""Lab"", ""ArmRobot""]}}",
7,10.0,7.0,C15,평일 오전 7시에 밥솥을 자동청소 모드로 작동해줘.,"On weekdays at 7 AM, start the rice cooker in auto-cleaning mode.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 7 * * 1-5""}, {""op"": ""call"", ""target"": ""RiceCooker.SetRiceCookerMode"", ""args"": {""Mode"": ""autoClean""}}]}","{""Kitchen_RiceCooker"": {""category"": [""RiceCooker""], ""tags"": [""Kitchen"", ""RiceCooker""]}, ""Dining_RiceCooker"": {""category"": [""RiceCooker""], ""tags"": [""Dining"", ""RiceCooker""]}}",
8,11.0,7.0,C15,월요일과 수요일 오전 6시에 날씨 정보를 스피커로 알려줘.,"At 6 AM on Mondays and Wednesdays, announce the weather information through the speaker.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 6 * * 1,3""}, {""op"": ""read"", ""var"": ""Weather"", ""src"": ""WeatherProvider.Weather""}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""Today's weather is $Weather""}}]}","{""Living_Speaker"": {""category"": [""Speaker""], ""tags"": [""Living"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}, ""Main_Weather"": {""category"": [""WeatherProvider""], ""tags"": [""Main"", ""WeatherProvider""]}, ""Outdoor_Weather"": {""category"": [""WeatherProvider""], ""tags"": [""Outdoor"", ""WeatherProvider""]}}",
3,12.0,7.0,C17,1시간마다 스피커 볼륨을 10씩 올려줘.,"Every hour, increase the speaker volume by 10.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""1 HOUR"", ""body"": [{""op"": ""call"", ""target"": ""Speaker.SetVolume"", ""args"": {""Volume"": ""$Speaker.Volume + 10""}, ""var"": ""Speaker.Volume""}]}]}","{""Living_Speaker"": {""category"": [""Speaker""], ""tags"": [""Living"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",
2,13.0,7.0,C16,"월요일 아침 8시마다 금고와 도어락이 모두 잠겨있으면 스피커로 ""안전합니다""라고 말해줘.","Every Monday at 8 AM, if both the safe and the door lock are locked, say 'It is safe' through the speaker","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 8 * * 1""}, {""op"": ""if"", ""cond"": ""Safe.SafeState == \""closed\"" and DoorLock.DoorLockState == \""closed\"""", ""then"": [{""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""It is safe""}}], ""else"": []}]}","{""Main_Safe"": {""category"": [""Safe""], ""tags"": [""Main"", ""Safe""]}, ""Bedroom_Safe"": {""category"": [""Safe""], ""tags"": [""Bedroom"", ""Safe""]}, ""Entrance_Lock"": {""category"": [""DoorLock""], ""tags"": [""Entrance"", ""DoorLock""]}, ""Garage_Lock"": {""category"": [""DoorLock""], ""tags"": [""Garage"", ""DoorLock""]}, ""Living_Speaker"": {""category"": [""Speaker""], ""tags"": [""Living"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",
3,14.0,7.0,C16,저녁 7시부터 10시까지 30분마다 로봇청소기를 체크해서 멈춰있으면 자동 모드로 실행시켜줘.,"Every 30 minutes from 7 PM to 10 PM, check the robot vacuum cleaner and start it in auto mode if it is stopped.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 19 * * *""}, {""op"": ""cycle"", ""until"": ""clock.time >= 2200"", ""period"": ""30 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""RobotVacuumCleaner.RobotVacuumCleanerCleaningMode == \""stopped\"""", ""then"": [{""op"": ""call"", ""target"": ""RobotVacuumCleaner.SetRobotVacuumCleanerCleaningMode"", ""args"": {""Mode"": ""auto""}}], ""else"": []}]}]}","{""Living_RVC"": {""category"": [""RobotVacuumCleaner""], ""tags"": [""Living"", ""RobotVacuumCleaner""]}, ""Bedroom_RVC"": {""category"": [""RobotVacuumCleaner""], ""tags"": [""Bedroom"", ""RobotVacuumCleaner""]}}",
9,15.0,7.0,C15,정오마다 301동 식당의 점심 메뉴를 스피커로 말해줘.,"At noon every day, announce the lunch menu of the 301 building cafeteria through the speaker.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 12 * * *""}, {""op"": ""call"", ""target"": ""MenuProvider.GetMenu"", ""args"": {""Command"": ""오늘 301동식당 점심""}, ""var"": ""GetMenu""}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""$GetMenu""}}]}","{""Main_MenuProvider"": {""category"": [""MenuProvider""], ""tags"": [""Main"", ""MenuProvider""]}, ""Office_MenuProvider"": {""category"": [""MenuProvider""], ""tags"": [""Office"", ""MenuProvider""]}, ""Living_Speaker"": {""category"": [""Speaker""], ""tags"": [""Living"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",
10,16.0,7.0,C15,오후 6시에 학생 식당의 저녁 메뉴를 스피커로 알려줘.,"At 6 PM every day, announce the dinner menu of the student cafeteria through the speaker.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 18 * * *""}, {""op"": ""call"", ""target"": ""MenuProvider.GetMenu"", ""args"": {""Command"": ""오늘 학생식당 저녁""}, ""var"": ""TodayMenu""}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""$TodayMenu""}}]}","{""Main_MenuProvider"": {""category"": [""MenuProvider""], ""tags"": [""Main"", ""MenuProvider""]}, ""Office_MenuProvider"": {""category"": [""MenuProvider""], ""tags"": [""Office"", ""MenuProvider""]}, ""Living_Speaker"": {""category"": [""Speaker""], ""tags"": [""Living"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",
4,17.0,7.0,C16,"오후 11시에 금고가 열려있거나 도어락이 열려있으면, 스피커로 ""금고와 도어락을 확인하세요""라고 말해줘.","At 11 PM, if safe is unlocked or the door lock is unlocked , speak 'Check the safe and door lock' through the speaker.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 23 * * *""}, {""op"": ""if"", ""cond"": ""Safe.SafeState == \""unlocked\"" or DoorLock.DoorLockState == \""unlocked\"""", ""then"": [{""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""Check the safe and door lock""}}], ""else"": []}]}","{""Main_Safe"": {""category"": [""Safe""], ""tags"": [""Main"", ""Safe""]}, ""Bedroom_Safe"": {""category"": [""Safe""], ""tags"": [""Bedroom"", ""Safe""]}, ""Entrance_Lock"": {""category"": [""DoorLock""], ""tags"": [""Entrance"", ""DoorLock""]}, ""Garage_Lock"": {""category"": [""DoorLock""], ""tags"": [""Garage"", ""DoorLock""]}, ""Living_Speaker"": {""category"": [""Speaker""], ""tags"": [""Living"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",
4,18.0,7.0,C17,"30분마다 체크해서 온도가 30도 이상이면 목표 온도를 25도로 설정하고, 23도 미만이면 26도로 설정해줘.","Check every 30 minutes; if the temperature is 30 degrees or higher, set the target temperature to 25 degrees; if it's below 23 degrees, set it to 26 degrees.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""30 MIN"", ""body"": [{""op"": ""read"", ""var"": ""temp"", ""src"": ""TemperatureSensor.Temperature""}, {""op"": ""if"", ""cond"": ""temp >= 30"", ""then"": [{""op"": ""call"", ""target"": ""AirConditioner.SetTargetTemperature"", ""args"": {""Temperature"": 25.0}}], ""else"": [{""op"": ""if"", ""cond"": ""temp < 23"", ""then"": [{""op"": ""call"", ""target"": ""AirConditioner.SetTargetTemperature"", ""args"": {""Temperature"": 25.0}}], ""else"": []}]}]}]}","{""Living_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""Living"", ""TemperatureSensor""]}, ""Bedroom_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""Bedroom"", ""TemperatureSensor""]}, ""Living_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Living"", ""AirConditioner""]}, ""Bedroom_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Bedroom"", ""AirConditioner""]}}",
5,19.0,7.0,C17,10분마다 습도를 체크해서 50 이상이면 가습기를 끄고 20 이하면 가습기를 켜고 자동모드로 설정해줘.,"Check humidity every 10 minutes; if it's 50 or higher, turn off the humidifier; if it's 20 or lower, turn on the humidifier and set it to auto mode.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""10 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""HumiditySensor.Humidity >= 50"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": [{""op"": ""if"", ""cond"": ""HumiditySensor.Humidity <= 20"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}, {""op"": ""call"", ""target"": ""Humidifier.SetHumidifierMode"", ""args"": {""Mode"": ""auto""}}], ""else"": []}]}]}]}","{""Living_Hum"": {""category"": [""HumiditySensor""], ""tags"": [""Living"", ""HumiditySensor""]}, ""Bedroom_Hum"": {""category"": [""HumiditySensor""], ""tags"": [""Bedroom"", ""HumiditySensor""]}, ""Living_Humidifier"": {""category"": [""Humidifier"", ""Switch""], ""tags"": [""Living"", ""Humidifier"", ""Switch""]}, ""Bedroom_Humidifier"": {""category"": [""Humidifier"", ""Switch""], ""tags"": [""Bedroom"", ""Humidifier"", ""Switch""]}}",
