src,index,old_cat,command_eng,D,D_base,D_name,features,B1,B3,A2,services,n_connected
dataset.csv,26,C03,"If the living room illuminance is below 50 lux, turn on the living room light.",D3,D3,조건 지금,if,act|read,2,unmarked,LightSensor.Brightness Switch.On,6
dataset.csv,29,C07,"If smoke is detected in the kitchen, sound the kitchen siren in fire mode.",D4,D4,트리거 기다림,wait,read|set,2,unmarked,Siren.SetSirenMode SmokeDetector.Smoke,6
dataset.csv,30,C07,"If a leak is detected in the basement, close the basement valve.",D4,D4,트리거 기다림,wait,act|read,2,unmarked,LeakSensor.Leakage Valve.Close,6
dataset.csv,27,C03,"If no one is present in the office, turn off the office air conditioner.",D3,D3,조건 지금,if,act|read,2,unmarked,PresenceSensor.Presence Switch.Off,6
dataset.csv,28,C03,"If the baby room sound is 60dB or higher, say ""The baby is crying"" through the living room speaker.",D3,D3,조건 지금,if,read|set,2,unmarked,SoundSensor.Sound Speaker.Speak,6
dataset.csv,31,C07,"If the server room temperature exceeds 35 degrees, set the server room air conditioner to cool mode at 18 degrees.",D4,D4,트리거 기다림,wait,read|set,3,unmarked,AirConditioner.SetAirConditionerMode AirConditioner.SetTargetTemperature TemperatureSensor.Temperature,6
dataset.csv,32,C07,"If the parking lot carbon dioxide level exceeds 900ppm, set the parking lot air purifier to high mode.",D4,D4,트리거 기다림,wait,read|set,2,unmarked,AirPurifier.SetAirPurifierMode AirQualitySensor.CarbonDioxide,6
dataset.csv,29,C03,"If the face recognized at the entrance is 'visitor', start streaming from the entrance camera.",D3,D3,조건 지금,if,act|read,2,unmarked,Camera.StartStream FaceRecognizer.RecognizedResult,6
dataset.csv,30,C03,"If any door lock in sector 1 is open, sound the sector 1 siren in police mode.",D3,D3,조건 지금,if,read|set,2,any,DoorLock.LockState Siren.SetSirenMode,6
dataset.csv,12,C17,"Every 30 minutes, if any hallway light brightness is 50% or higher, turn off all hallway lights.",D7,D7,주기 반복,cycle|if,act|read,2,all,Light.CurrentBrightness Switch.Off,5
dataset.csv,13,C16,"Every 10 PM, if the meeting room door lock is open, lock it and turn off the meeting room light.",D6,D6,정해진 시각,cron|if,act|read,3,all,DoorLock.Lock DoorLock.LockState Switch.Off,6
dataset.csv,31,C03,"If any indoor Group1 humidity sensor reads 60% or higher, set all indoor Group1 dehumidifiers to drying mode.",D3,D3,조건 지금,if,read|set,2,all,Dehumidifier.SetDehumidifierMode HumiditySensor.Humidity,8
dataset.csv,21,C15,"Every day at 11 PM, turn off all floor 1 lights with odd tags.",D6,D6,정해진 시각,cron,act,1,all,Switch.Off,5
dataset.csv,1,C06,"If the living room temperature is at least 28C or the bedroom temperature is at least 30C, turn on the living room air conditioner.",D3,D3,조건 지금,if,act|read,2,unmarked,Switch.On TemperatureSensor.Temperature,5
dataset.csv,2,C06,"If living room illuminance is at most 200 lux, set the living room light to 100% brightness; if at least 500 lux, set it to 30%; otherwise set it to 60%.",D3,D3,조건 지금,if|read|var,read|set,2,unmarked,Light.MoveToBrightness LightSensor.Brightness,5
dataset.csv,2,C11,"Check the living room temperature now and again in 1 hour. If it dropped by at least 2 degrees, turn on the living room heater plug.",D11,D11,두 번 읽고 비교,delay|if|read|read2|var,act|read,2,unmarked,Switch.On TemperatureSensor.Temperature,5
dataset.csv,1,C19,"Every 1 second, if the living room temperature is at least 28C, turn on the AC plug; otherwise if it is 25C or below, turn off the AC plug.",D7,D7,주기 반복,cycle|if,act|read,3,all,Switch.Off Switch.On TemperatureSensor.Temperature,5
dataset.csv,2,C19,"Every 1 second, if the living room humidity is at least 70%, turn on the dehumidifier plug; otherwise if it is 50% or below, turn off the dehumidifier plug.",D7,D7,주기 반복,cycle|if,act|read,3,all,HumiditySensor.Humidity Switch.Off Switch.On,5
dataset.csv,3,C19,"Every 1 second, if the living room illuminance is at most 200 lux, turn on the floor lamp plug; otherwise if it is at least 500 lux, turn off the floor lamp plug.",D7,D7,주기 반복,cycle|if,act|read,3,all,LightSensor.Brightness Switch.Off Switch.On,5
dataset.csv,4,C19,"Every 1 second, if the living room temperature is at most 18C, turn on the heater plug; otherwise if it is at least 22C, turn off the heater plug.",D7,D7,주기 반복,cycle|if,act|read,3,all,Switch.Off Switch.On TemperatureSensor.Temperature,5
dataset.csv,5,C19,"Every 1 second, if the living room humidity is at most 30%, turn on the humidifier plug; otherwise if it is at least 55%, turn off the humidifier plug.",D7,D7,주기 반복,cycle|if,act|read,3,all,HumiditySensor.Humidity Switch.Off Switch.On,5
dataset.csv,1,C20,"If no motion is detected in the living room for at least 30 seconds, turn off the living room power strip plug.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,MotionSensor.Motion Switch.Off,5
dataset.csv,2,C20,"If the front door stays open for at least 5 seconds, turn on the ventilation fan plug.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,Door.DoorState Switch.On,5
dataset.csv,3,C20,"If a person is detected in the living room for at least 30 seconds, turn on the living room TV plug.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,PresenceSensor.Presence Switch.On,5
dataset.csv,4,C20,"If the printer plug power consumption stays below 5W for at least 10 minutes, turn off the printer plug.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,Plug.Power Switch.Off,4
dataset.csv,5,C20,"If the front door stays closed for at least 1 minute, turn on the living room air conditioner plug.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,Door.DoorState Switch.On,5
dataset.csv,1,C21,"If no person is detected in either the living room or the bedroom, turn off the living room power strip plug.",D3,D3,조건 지금,if,act|read,2,any,PresenceSensor.Presence Switch.Off,5
dataset.csv,2,C21,"If both the front door and the balcony door are closed, turn on the living room security camera plug.",D3,D3,조건 지금,if,act|read,2,all,Door.DoorState Switch.On,5
dataset.csv,3,C21,"If motion is detected in either the living room or the bedroom, announce through the living room speaker.",D4,D4,트리거 기다림,wait,read|set,2,any,MotionSensor.Motion Speaker.Speak,5
dataset.csv,4,C21,"If both the living room and bedroom illuminance are at most 100 lux, turn on the living room mood-light plug.",D3,D3,조건 지금,if,act|read,2,all,LightSensor.Brightness Switch.On,5
dataset.csv,5,C21,"If both the living room and bedroom temperatures are at least 25C, turn on the living room fan plug.",D11,D11,두 번 읽고 비교,if|read|read2|var,act|read,2,all,Switch.On TemperatureSensor.Temperature,5
dataset.csv,32,C03,"If the living room temperature is at least 26C, turn on the living room AC plug; otherwise turn it off.",D3,D3,조건 지금,if,act|read,3,unmarked,Switch.Off Switch.On TemperatureSensor.Temperature,5
dataset.csv,33,C03,"If the bedroom illuminance is at most 100 lux, turn on the bedroom floor lamp plug; otherwise turn it off.",D3,D3,조건 지금,if|read|var,act|read,3,unmarked,LightSensor.Brightness Switch.Off Switch.On,5
dataset.csv,34,C03,"If a person is detected in the living room, turn on the living room main light; otherwise turn it off.",D3,D3,조건 지금,if,act|read,3,unmarked,PresenceSensor.Presence Switch.Off Switch.On,5
dataset.csv,35,C03,"If the bedroom door is open, turn off the bedroom air purifier plug; otherwise turn it on.",D3,D3,조건 지금,if,act|read,3,unmarked,Door.DoorState Switch.Off Switch.On,5
dataset.csv,3,C06,"If the living room temperature is at most 18C or the bedroom temperature is at most 18C, turn on the living room heater plug.",D3,D3,조건 지금,if,act|read,2,unmarked,Switch.On TemperatureSensor.Temperature,5
dataset.csv,4,C06,"If the bedroom illuminance is at most 100 lux, set the bedroom light to 100% brightness; else if it is at most 300 lux, set it to 50%; otherwise set it to 20%.",D3,D3,조건 지금,if,read|set,2,unmarked,Light.MoveToBrightness LightSensor.Brightness,5
dataset.csv,5,C06,"If the living room humidity is at most 30% or the bedroom humidity is at most 30%, turn on the living room humidifier plug.",D11,D11,두 번 읽고 비교,if|read|read2|var,act|read,2,unmarked,HumiditySensor.Humidity Switch.On,5
dataset.csv,6,C06,"If the kitchen temperature is at least 35C or the living room temperature is at least 33C, turn on the kitchen ventilation fan plug.",D3,D3,조건 지금,if,act|read,2,unmarked,Switch.On TemperatureSensor.Temperature,5
dataset.csv,7,C06,"If motion is detected at the entrance or motion is detected on the balcony, announce through the living room speaker.",D3,D3,조건 지금,if,read|set,2,unmarked,MotionSensor.Motion Speaker.Speak,5
dataset.csv,3,C11,"Check the bedroom temperature now and again in 30 minutes. If it dropped by at least 3 degrees, turn on the bedroom heater plug.",D11,D11,두 번 읽고 비교,delay|if|read|read2|var,act|read,2,unmarked,Switch.On TemperatureSensor.Temperature,5
dataset.csv,4,C11,"Check the living room humidity now and again in 20 minutes. If it dropped by at least 10%, turn on the living room humidifier plug.",D11,D11,두 번 읽고 비교,delay|if|read|read2|var,act|read,2,unmarked,HumiditySensor.Humidity Switch.On,5
dataset.csv,5,C11,"Check the kitchen temperature now and again in 15 minutes. If it changed by at least 5 degrees, turn on the kitchen ventilation fan plug.",D11,D11,두 번 읽고 비교,delay|if|read|read2|var,act|read,2,unmarked,Switch.On TemperatureSensor.Temperature,5
dataset.csv,6,C11,"Check the living room illuminance now and again in 1 hour. If it dropped by at least 200 lux, turn on the living room mood-light plug.",D11,D11,두 번 읽고 비교,delay|if|read|read2|var,act|read,2,unmarked,LightSensor.Brightness Switch.On,5
dataset.csv,7,C11,"Check the bedroom humidity now and again in 30 minutes. If it rose by at least 15, turn on the bedroom dehumidifier plug.",D11,D11,두 번 읽고 비교,delay|if|read|read2|var,act|read,2,unmarked,HumiditySensor.Humidity Switch.On,5
dataset.csv,8,C11,"Check the wine cellar temperature now and again in 1 hour. If it rose by at least 2 degrees, announce through the living room speaker.",D11,D11,두 번 읽고 비교,delay|if|read|read2|var,read|set,2,unmarked,Speaker.Speak TemperatureSensor.Temperature,5
dataset.csv,5,C14,"Whenever button 3 of the multi-button is pressed, increase the bedroom light brightness by 5, up to a maximum of 80.",D12,D12,누적·상태 보존,cycle|edge|selfref|var|wait,read|set,3,unmarked,Light.CurrentBrightness Light.MoveToBrightness MultiButton.Button3,5
dataset.csv,6,C14,"Whenever button 4 of the multi-button is pressed, decrease the living room light brightness by 15, down to a minimum of 10.",D12,D12,누적·상태 보존,cycle|edge|selfref|var|wait,read|set,3,unmarked,Light.CurrentBrightness Light.MoveToBrightness MultiButton.Button4,5
dataset.csv,7,C14,"Whenever motion is detected, increase the kitchen light brightness by 20, up to a maximum of 100.",D12,D12,누적·상태 보존,cycle|edge|selfref|var|wait,read|set,3,unmarked,Light.CurrentBrightness Light.MoveToBrightness MotionSensor.Motion,5
dataset.csv,6,C19,"Every 1 second, if the bedroom temperature is at least 26C, turn on the bedroom fan plug; otherwise if it is 23C or below, turn off the bedroom fan plug.",D7,D7,주기 반복,cycle|if,act|read,3,all,Switch.Off Switch.On TemperatureSensor.Temperature,5
dataset.csv,7,C19,"Every 1 second, if the kitchen temperature is at least 32C, turn on the kitchen ventilation fan plug; otherwise if it is 28C or below, turn off the kitchen ventilation fan plug.",D7,D7,주기 반복,cycle|if,act|read,3,all,Switch.Off Switch.On TemperatureSensor.Temperature,5
dataset.csv,8,C19,"Every 1 second, if the bathroom humidity is at least 75%, turn on the bathroom ventilation fan plug; otherwise if it is 55% or below, turn off the bathroom ventilation fan plug.",D7,D7,주기 반복,cycle|if,act|read,3,all,HumiditySensor.Humidity Switch.Off Switch.On,5
dataset.csv,6,C20,"If no motion is detected in the bedroom for at least 1 minute, turn off the bedroom floor lamp plug.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,MotionSensor.Motion Switch.Off,5
dataset.csv,7,C20,"If the kitchen door stays open for at least 10 minutes, turn on the kitchen ventilation fan plug.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,Door.DoorState Switch.On,5
dataset.csv,6,C21,"If both the living room and the kitchen illuminance are at most 50 lux, turn on the living room mood-light plug.",D3,D3,조건 지금,if,act|read,2,all,LightSensor.Brightness Switch.On,5
dataset.csv,7,C21,"If either the living room or the bedroom temperature is at least 30C, turn on the living room AC plug.",D3,D3,조건 지금,if,act|read,2,any,Switch.On TemperatureSensor.Temperature,5
dataset.csv,1,C22,"Every 5 minutes, capture an image with the meeting room camera. Stop after 10 photos.",D8,D8,기간·횟수 제한 반복,count|cycle|until_n,act,1,all,Camera.CaptureImage,2
dataset.csv,2,C22,"Every 30 seconds, turn on the living room light. Repeat 4 times and stop.",D8,D8,기간·횟수 제한 반복,count|cycle|until_n,act,1,all,Switch.On,3
dataset.csv,3,C22,"Every 1 minute, announce ""lunch time"" through the speaker. Total 3 times.",D8,D8,기간·횟수 제한 반복,count|cycle|until_n,set,1,all,Speaker.Speak,5
dataset.csv,4,C22,"Every 2 minutes, turn on the heater plug. Stop after 6 runs.",D8,D8,기간·횟수 제한 반복,count|cycle|until_n,act,1,all,Switch.On,5
dataset.csv,5,C22,"Every 20 minutes, announce ""meeting reminder"" through the speaker. Total 5 times.",D8,D8,기간·횟수 제한 반복,count|cycle|until_n,set,1,all,Speaker.Speak,2
dataset.csv,6,C22,"Every 10 seconds, sound the siren in emergency mode. Stop after 6 bursts.",D8,D8,기간·횟수 제한 반복,count|cycle|until_n,set,1,all,Siren.SetSirenMode,4
dataset.csv,7,C22,"Every 1 hour, open the bedroom blind. Total 5 times.",D8,D8,기간·횟수 제한 반복,count|cycle|until_n,act,1,all,WindowCovering.UpOrOpen,2
dataset.csv,8,C22,"Every 15 minutes, set the air purifier to high mode. Stop after 4 runs.",D8,D8,기간·횟수 제한 반복,count|cycle|until_n,set,1,all,AirPurifier.SetAirPurifierMode,2
dataset.csv,9,C22,"Every 3 minutes, open the garage door. Repeat 3 times.",D8,D8,기간·횟수 제한 반복,count|cycle|until_n,act,1,all,Door.Open,2
dataset.csv,10,C22,"Every 20 seconds, turn the kitchen light on. Stop after 8 runs.",D8,D8,기간·횟수 제한 반복,count|cycle|until_n,act,1,all,Switch.Toggle,3
dataset.csv,8,C20,"If no motion is detected in the office for at least 5 minutes, turn off the office light.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,MotionSensor.Motion Switch.Off,4
dataset.csv,9,C20,"If a person stays in the meeting room for at least 2 minutes, turn on the projector.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,PresenceSensor.Presence Switch.On,4
dataset.csv,10,C20,"If the garage door stays open for at least 30 seconds, turn on the garage light.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,Door.DoorState Switch.On,4
dataset.csv,11,C20,"If the TV plug power stays below 10W for at least 15 minutes, turn off the TV plug.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,Plug.Power Switch.Off,3
dataset.csv,12,C20,"If the study door stays closed for at least 3 minutes, turn off the study light.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,Door.DoorState Switch.Off,4
dataset.csv,13,C20,"If no motion is detected in the bathroom for at least 20 seconds, turn off the bathroom fan.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,MotionSensor.Motion Switch.Off,4
dataset.csv,14,C20,"If no one is present in the office for at least 10 minutes, turn off the office air conditioner.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,PresenceSensor.Presence Switch.Off,4
dataset.csv,15,C20,"If the pantry door stays open for at least 45 seconds, turn on the pantry light.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,Door.DoorState Switch.On,4
dataset.csv,16,C20,"If the charger plug power stays below 5W for at least 30 minutes, turn off the charger plug.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,Plug.Power Switch.Off,3
dataset.csv,17,C20,"If motion is detected in the backyard for at least 1 minute, turn on the backyard light.",D5,D5,지속 조건,for|wait,act|read,2,unmarked,MotionSensor.Motion Switch.On,4
dataset.csv,1,C23,"If no motion is detected in the living room for at least 10 minutes, dim the living room light to 30%, then turn it off 5 minutes later.",D13,D5,복합 중첩,delay|for|wait,act|read|set,3,unmarked,Light.MoveToBrightness MotionSensor.Motion Switch.Off,3
dataset.csv,2,C23,"If the porch door stays open for at least 1 minute, turn on the porch light, then turn it off 3 minutes later.",D13,D5,복합 중첩,delay|for|wait,act|read,3,unmarked,Door.DoorState Switch.Off Switch.On,3
dataset.csv,3,C23,"If no one is present in the study for at least 15 minutes, dim the study light to 20%, then turn it off 10 minutes later.",D13,D5,복합 중첩,delay|for|wait,act|read|set,3,unmarked,Light.MoveToBrightness PresenceSensor.Presence Switch.Off,3
dataset.csv,4,C23,"If the bedroom temperature stays above 28 degrees for at least 5 minutes, turn on the fan, then turn it off 20 minutes later.",D13,D5,복합 중첩,delay|for|wait,act|read,3,unmarked,Switch.Off Switch.On TemperatureSensor.Temperature,3
dataset.csv,5,C23,"If no motion is detected in the hallway for at least 3 minutes, dim the hallway light to 50%, then turn it off 2 minutes later.",D13,D5,복합 중첩,delay|for|wait,act|read|set,3,unmarked,Light.MoveToBrightness MotionSensor.Motion Switch.Off,3
dataset.csv,1,C25,"Every 5 minutes, check the living room temperature; if it is 28 degrees or higher set the air conditioner to cool, otherwise auto. Stop after 6 times.",D8,D8,기간·횟수 제한 반복,count|cycle|if|read|until_n|var,read|set,2,all,AirConditioner.SetAirConditionerMode TemperatureSensor.Temperature,2
dataset.csv,2,C25,"Every 10 minutes, check the bedroom temperature; if it is below 20 degrees set the air conditioner to heat, otherwise auto. Stop after 4 times.",D8,D8,기간·횟수 제한 반복,count|cycle|if|read|until_n|var,read|set,2,all,AirConditioner.SetAirConditionerMode TemperatureSensor.Temperature,2
dataset.csv,3,C25,"Every 1 minute, check the server room temperature; if it is 30 degrees or higher set the air conditioner to cool, otherwise auto. Stop after 10 times.",D8,D8,기간·횟수 제한 반복,count|cycle|if|read|until_n|var,read|set,2,all,AirConditioner.SetAirConditionerMode TemperatureSensor.Temperature,2
dataset.csv,4,C25,"Every 30 minutes, check the office temperature; if it is 26 degrees or higher set the air conditioner to cool, otherwise auto. Stop after 5 times.",D8,D8,기간·횟수 제한 반복,count|cycle|if|read|until_n|var,read|set,2,all,AirConditioner.SetAirConditionerMode TemperatureSensor.Temperature,2
dataset.csv,5,C25,"Every 15 minutes, check the living room temperature; if it is below 18 degrees set the air conditioner to heat, otherwise auto. Stop after 3 times.",D8,D8,기간·횟수 제한 반복,count|cycle|if|read|until_n|var,read|set,2,all,AirConditioner.SetAirConditionerMode TemperatureSensor.Temperature,2
