id,space_id,command,command_ko,mode,trig,act,dev_trig,dev_act,ref,expect,d,tier,b1,b3,context,why,targets,target_svc,ir_gt
G02258,HOME15,can you switch the smart plug 1 off after I head out?,내가 나간 뒤에 스마트 Wi-Fi 플러그 1 꺼 줄래?,trigger,leave,plug,PersonTracker,Plug,nick,execute,D4,T1,act,1,phone,,HOME15_LivingRoom_Plug_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""PersonTracker.IsHome == false"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}]}"
G02259,HOME15,"Wait up to 15 minutes to see if the temperature is under 18 degrees; if not, pause the living room TV","온도가 18도 아래로 내려가는지 최대 15분 기다려 보고, 그래도 아니면 거실 TV 일시정지해",trigger,calendar,media,CalendarProvider,Television,place,execute,D10,T3,set,1,calendar,,HOME15_LivingRoom_Television_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""TemperatureSensor.Temperature < 18"", ""edge"": ""rising"", ""timeout"": ""15 MIN""}, {""op"": ""if"", ""cond"": ""not (TemperatureSensor.Temperature < 18)"", ""then"": [{""op"": ""call"", ""target"": ""Speaker.Pause"", ""args"": {}}], ""else"": []}]}"
G02260,HOME15,"At the start of my next event, check every 5 minutes and play some music on the living room TV if the tank is below half.",다음 일정이 시작되면 5분마다 확인해서 탱크가 절반 아래일 때 거실 TV로 음악 좀 틀어.,trigger,calendar,media,CalendarProvider,Television,place,execute,D7,T3,set,1,calendar,,HOME15_LivingRoom_Television_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""CalendarProvider.IsBusy == true"", ""edge"": ""rising""}, {""op"": ""cycle"", ""until"": null, ""period"": ""5 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""WaterLevelSensor.WaterLevel < 50"", ""then"": [{""op"": ""call"", ""target"": ""Speaker.Play"", ""args"": {""MediaSource"": ""default playlist""}}], ""else"": []}]}]}"
G02261,HOME15,"At the start of my next event, check every 30 minutes and turn on the living room TV if it is dark outside.",다음 일정이 시작되면 30분마다 확인해서 바깥이 어두울 때 거실 TV 켜.,trigger,calendar,media,CalendarProvider,Television,place,execute,D7,T3,set,1,calendar,,HOME15_LivingRoom_Television_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""CalendarProvider.IsBusy == true"", ""edge"": ""rising""}, {""op"": ""cycle"", ""until"": null, ""period"": ""30 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""SunProvider.SunState == \""belowHorizon\"""", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}]}"
G02262,HOME04,"When the switch turns on, check every 5 minutes and make the bedroom lights amber if nobody is home.",스위치가 켜지면 5분마다 확인해서 집에 아무도 없을 때 침실 조명 호박색으로 해.,trigger,device,light.color,Switch,Light,place,execute,D7,T3,set,1,none,,HOME04_Bedroom_Light_1 HOME04_Bedroom_Light_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Switch.Switch == true"", ""edge"": ""rising""}, {""op"": ""cycle"", ""until"": null, ""period"": ""5 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""GlobalVariable.Value(\""Human\"") == false"", ""then"": [{""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 45.0, ""Saturation"": 100.0}}], ""else"": []}]}]}"
G02263,HOME08,"Wait up to 15 minutes to see if the humidity is over 60 percent; if not, set the living room lights to orange","습도가 60퍼센트를 넘는지 최대 15분 기다려 보고, 그래도 아니면 거실 조명 주황색으로 바꿔",trigger,device,light.color,Switch,Light,place,execute,D10,T3,set,1,none,,HOME08_LivingRoom_Light_1 HOME08_LivingRoom_Light_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""HumiditySensor.Humidity > 60"", ""edge"": ""rising"", ""timeout"": ""15 MIN""}, {""op"": ""if"", ""cond"": ""not (HumiditySensor.Humidity > 60)"", ""then"": [{""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 30.0, ""Saturation"": 100.0}}], ""else"": []}]}"
G02264,OFFICE05,"If the switch is switched off, if the battery is under 20 percent right now, set the lights to orange.",스위치가 꺼질 때 배터리가 20퍼센트 아래면 조명 전부 주황색으로 바꿔.,trigger,device,light.color,Switch,Light,plain,execute,D3,T2,set,1,none,,OFFICE05_OpenSpace_Light_1 OFFICE05_OpenSpace_Light_2 OFFICE05_OpenSpace_Light_3 OFFICE05_OpenSpace_Light_4 OFFICE05_OpenSpace_Light_5 OFFICE05_OpenSpace_Light_6 OFFICE05_OpenSpace_Light_7 OFFICE05_OpenSpace_Light_8 OFFICE05_OpenSpace_Light_9 OFFICE05_OpenSpace_Light_10 OFFICE05_OpenSpace_Light_11 OFFICE05_OpenSpace_Light_12 OFFICE05_OpenSpace_Light_13 OFFICE05_OpenSpace_Light_14 OFFICE05_OpenSpace_Light_15 OFFICE05_OpenSpace_Light_16 OFFICE05_MeetingRoom_Light_1 OFFICE05_MeetingRoom_Light_2 OFFICE05_MeetingRoom_Light_3 OFFICE05_MeetingRoom_Light_4 OFFICE05_Hallway_Light_1 OFFICE05_Hallway_Light_2 OFFICE05_Hallway_Light_3 OFFICE05_Hallway_Light_4,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Switch.Switch == false"", ""edge"": ""rising""}, {""op"": ""if"", ""cond"": ""Battery.BatteryLevel < 20"", ""then"": [{""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 30.0, ""Saturation"": 100.0}}], ""else"": []}]}"
G02265,HOME02,"If the temperature drops below 18 degrees, keep checking and turn the living room air purifier off for as long as someone is in the room.",온도가 18도 아래로 떨어지면 방에 사람이 있는 동안 계속 거실 공기청정기 꺼.,trigger,threshold,purifier,TemperatureSensor,AirPurifier,place,execute,D5,T2,act,1,none,,HOME02_LivingRoom_AirPurifier_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""TemperatureSensor.Temperature < 18"", ""edge"": ""rising""}, {""op"": ""cycle"", ""until"": ""not (PersonTracker.IsHome == true)"", ""period"": ""1 MIN"", ""body"": [{""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""off""}}]}]}"
G02266,HOME19,could you run the study air purifier on turbo when the temperature goes above 32 degrees?,온도가 32도를 넘으면 서재 공기청정기 터보로 돌려 줄 수 있어?,trigger,threshold,purifier,TemperatureSensor,AirPurifier,place,execute,D4,T1,act,1,none,,HOME19_Study_AirPurifier_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""TemperatureSensor.Temperature > 32"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""turbo""}}]}"
G02267,HOME03,Put the living room air purifier on auto while the temperature stays over 28 degrees,온도가 28도를 계속 넘고 있으면 거실 공기청정기 자동 모드로 해,trigger,threshold,purifier,TemperatureSensor,AirPurifier,place,execute,D5,T2,act,1,none,,HOME03_LivingRoom_AirPurifier_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""TemperatureSensor.Temperature > 28"", ""edge"": ""none""}, {""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""auto""}}]}"
G02268,HOME03,could you lower the living room blinds to 10 percent when my phone connects to the home wi-fi?,내 폰이 집 와이파이에 붙으면 거실 블라인드 10퍼센트까지 내려 줄 수 있어?,trigger,phone,cover,PersonTracker,WindowCovering,place,execute,D4,T1,set,1,phone,,HOME03_LivingRoom_WindowCovering_1 HOME03_LivingRoom_WindowCovering_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""PersonTracker.ConnectedWifi != \""\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""WindowCovering.SetLevel"", ""args"": {""Level"": 10}}]}"
G02269,HOME15,Raise the living room blinds while I am on a call,내가 통화 중이면 거실 블라인드 올려,trigger,phone,cover,PersonTracker,WindowCovering,place,execute,D5,T2,set,1,phone,,HOME15_LivingRoom_WindowCovering_1 HOME15_LivingRoom_WindowCovering_2 HOME15_LivingRoom_WindowCovering_3,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""PersonTracker.OnCall == true"", ""edge"": ""none""}, {""op"": ""call"", ""target"": ""WindowCovering.UpOrOpen"", ""args"": {}}]}"
G02270,HOME04,"When my phone goes into sleep mode, open the living room blinds.",내 폰이 취침 모드로 들어가면 거실 블라인드 열어.,trigger,phone,cover,PersonTracker,WindowCovering,place,execute,D4,T1,set,1,phone,,HOME04_LivingRoom_WindowCovering_1 HOME04_LivingRoom_WindowCovering_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""PersonTracker.SleepMode == true"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""WindowCovering.UpOrOpen"", ""args"": {}}]}"
G02271,HOME12,Set a calmer tone 45 minutes from now,지금부터 45분 뒤에 차분한 톤으로 맞춰 줘,trigger,timer,light.color,Clock,Light,vague,execute,D2,T2,set,1,none,,HOME12_Bathroom_Light_1 HOME12_Bathroom_Light_2 HOME12_Kitchen_Light_1 HOME12_LivingRoom_Light_1 HOME12_LivingRoom_Light_2 HOME12_LivingRoom_Light_3 HOME12_RoomA_Light_1 HOME12_RoomB_Light_1 HOME12_RoomC_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""delay"", ""duration"": ""45 MIN""}, {""op"": ""call"", ""target"": ""Light.MoveToColorTemperature"", ""args"": {""ColorTemperature"": 2700}}]}"
G02272,HOME19,"After 60 minutes, set the lights to amber",60분 뒤에 조명 전부 호박색으로 바꿔,trigger,timer,light.color,Clock,Light,plain,execute,D2,T2,set,1,none,,HOME19_LivingRoom_Light_1 HOME19_LivingRoom_Light_2 HOME19_Study_Light_1 HOME19_Study_Light_2 HOME19_Bedroom_Light_1 HOME19_Kitchen_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""delay"", ""duration"": ""60 MIN""}, {""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 45.0, ""Saturation"": 100.0}}]}"
G02273,OFFICE06,please turn the lights amber once the 30 minute timer runs out.,30분 타이머가 끝나면 조명 전부 호박색으로 좀 켜 줘.,trigger,timer,light.color,Clock,Light,plain,execute,D2,T2,set,1,none,,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3 OFFICE06_MeetingRoom_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""delay"", ""duration"": ""30 MIN""}, {""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 45.0, ""Saturation"": 100.0}}]}"
G02274,HOME12,"When the washing machine finishes, toggle all the switches",세탁기가 끝나면 모든 스위치 껐다 켜,trigger,finished,switch,LaundryWasher,Switch,all,execute,D4,T1,act,1,none,,HOME12_RoomA_Light_1 HOME12_RoomB_Light_1 HOME12_RoomC_Light_1 HOME12_LivingRoom_Light_1 HOME12_LivingRoom_Light_2 HOME12_LivingRoom_Light_3 HOME12_Kitchen_Light_1 HOME12_Bathroom_Light_1 HOME12_Bathroom_Light_2 HOME12_LivingRoom_AirConditioner_1 HOME12_RoomA_AirConditioner_1 HOME12_RoomB_AirConditioner_1 HOME12_RoomC_AirConditioner_1 HOME12_LivingRoom_Television_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""LaundryWasher.RemainingTime == 0"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.Toggle"", ""args"": {}}]}"
G02275,HOME02,please turn off all the switches as soon as the load is finished.,세탁이 끝나자마자 모든 스위치 꺼 주세요.,trigger,finished,switch,LaundryWasher,Switch,all,execute,D4,T1,act,1,none,,HOME02_LivingRoom_Light_1 HOME02_LivingRoom_Light_2 HOME02_Bedroom_Light_1 HOME02_Kitchen_Light_1 HOME02_LivingRoom_AirConditioner_1 HOME02_LivingRoom_Television_1 HOME02_LivingRoom_AirPurifier_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""LaundryWasher.RemainingTime == 0"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}]}"
G02276,HOME07,can you turn on all the switches when the wash cycle ends?,세탁 코스가 끝나면 모든 스위치 켜 줄래?,trigger,finished,switch,LaundryWasher,Switch,all,execute,D4,T1,act,1,none,,HOME07_LivingRoom_Light_1 HOME07_LivingRoom_Light_2 HOME07_LivingRoom_Light_3 HOME07_Bedroom_Light_1 HOME07_Bedroom_Light_2 HOME07_Kitchen_Light_1 HOME07_Garden_Light_1 HOME07_Garden_Light_2 HOME07_Garden_Light_3 HOME07_Barn_Light_1 HOME07_LivingRoom_AirConditioner_1 HOME07_LivingRoom_Television_1 HOME07_Entrance_Siren_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""LaundryWasher.RemainingTime == 0"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G02277,OFFICE06,please turn the open space lights red when today's first event begins.,오늘 첫 일정이 시작되면 사무실 조명 빨간색으로 좀 켜 줘.,trigger,calendar,light.color,CalendarProvider,Light,place,execute,D4,T1,set,1,calendar,,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""CalendarProvider.IsBusy == true"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 0.0, ""Saturation"": 100.0}}]}"
G02278,OFFICE01,can you change the open space lights to daylight white if my calendar says I am busy?,일정상 내가 바쁘면 사무실 조명 주광색으로 바꿔 줄래?,trigger,calendar,light.color,CalendarProvider,Light,place,execute,D4,T1,set,1,calendar,,OFFICE01_OpenSpace_Light_1 OFFICE01_OpenSpace_Light_2 OFFICE01_OpenSpace_Light_3 OFFICE01_OpenSpace_Light_4,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""CalendarProvider.IsBusy == true"", ""edge"": ""none""}, {""op"": ""call"", ""target"": ""Light.MoveToColorTemperature"", ""args"": {""ColorTemperature"": 5500}}]}"
G02279,LAB03,I'd like you to make the lab lights purple at the start of my next event.,다음 일정이 시작되면 실험실 조명 보라색으로 해 줬으면 해.,trigger,calendar,light.color,CalendarProvider,Light,place,execute,D4,T1,set,1,calendar,,LAB03_LabRoom_Light_1 LAB03_LabRoom_Light_2 LAB03_LabRoom_Light_3,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""CalendarProvider.IsBusy == true"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 280.0, ""Saturation"": 100.0}}]}"
G02280,HOME16,can you warm this room up when the camera starts recording?,카메라가 녹화를 시작하면 이 방 좀 따뜻하게 해 줄래?,trigger,security,thermostat,Camera,Thermostat,vague,execute,D4,T1,set,1,none,,HOME16_LivingRoom_Thermostat_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Camera.RecordingState == \""recording\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Thermostat.SetThermostatMode"", ""args"": {""Mode"": ""heat""}}, {""op"": ""call"", ""target"": ""Thermostat.SetTargetTemperature"", ""args"": {""Temperature"": ""$Thermostat.CurrentTemperature + 2""}}]}"
G02281,HOME18,I'd like you to turn the heating off once the camera goes offline.,카메라 연결이 끊기면 난방 꺼 줬으면 해.,trigger,security,thermostat,Camera,Thermostat,none,execute,D4,T1,set,1,none,,HOME18_LivingRoom_Thermostat_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Camera.CameraState == \""unavailable\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Thermostat.SetThermostatMode"", ""args"": {""Mode"": ""off""}}]}"
G02282,HOME19,could you put the living room thermostat on 25 degrees while the camera is recording?,카메라가 녹화 중인 동안 거실 온도조절기 25도로 해 줄 수 있어?,trigger,security,thermostat,Camera,Thermostat,place,execute,D5,T2,set,1,none,,HOME19_LivingRoom_Thermostat_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Camera.RecordingState == \""recording\"""", ""edge"": ""none""}, {""op"": ""call"", ""target"": ""Thermostat.SetTargetTemperature"", ""args"": {""Temperature"": 25.0}}]}"
G02283,HOME06,I'd like you to turn the heating up to 25 once the living room is empty.,거실이 비면 난방 25도로 올려 줬으면 해.,trigger,presence,thermostat,PresenceSensor,Thermostat,none,execute,D4,T1,set,1,none,,HOME06_LivingRoom_Thermostat_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""PresenceSensor.Presence == false"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Thermostat.SetThermostatMode"", ""args"": {""Mode"": ""heat""}}, {""op"": ""call"", ""target"": ""Thermostat.SetTargetTemperature"", ""args"": {""Temperature"": 25.0}}]}"
G02284,HOME19,could you set the thermostat to 21 degrees when someone shows up in the bedroom?,침실에 누가 나타나면 온도조절기 21도로 맞춰 줄 수 있어?,trigger,presence,thermostat,PresenceSensor,Thermostat,plain,execute,D4,T1,set,1,none,,HOME19_LivingRoom_Thermostat_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""PresenceSensor.Presence == true"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Thermostat.SetTargetTemperature"", ""args"": {""Temperature"": 21.0}}]}"
G02285,OFFICE01,Turn the heating off when the open space is occupied,사무실에 사람이 있으면 난방 꺼,trigger,presence,thermostat,PresenceSensor,Thermostat,none,execute,D4,T1,set,1,none,,OFFICE01_OpenSpace_Thermostat_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""PresenceSensor.Presence == true"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Thermostat.SetThermostatMode"", ""args"": {""Mode"": ""off""}}]}"
G02286,HOME07,could you toggle the living room switch when barn door opens?,축사 문이 열리면 거실 스위치 껐다 켜 줄 수 있어?,trigger,contact,switch,ContactSensor,Switch,place,execute,D4,T1,act,1,none,,HOME07_LivingRoom_Light_1 HOME07_LivingRoom_Light_2 HOME07_LivingRoom_Light_3 HOME07_LivingRoom_AirConditioner_1 HOME07_LivingRoom_Television_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""ContactSensor.Contact == false"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.Toggle"", ""args"": {}}]}"
G02287,HOME02,"When the door sensor says the door is open, check every 5 minutes and toggle the living room switch if the humidity is over 60 percent",문열림 센서가 문이 열렸다고 알리면 5분마다 확인해서 습도가 60퍼센트를 넘을 때 거실 스위치 껐다 켜,trigger,contact,switch,ContactSensor,Switch,place,execute,D7,T3,act,1,none,,HOME02_LivingRoom_Light_1 HOME02_LivingRoom_Light_2 HOME02_LivingRoom_AirConditioner_1 HOME02_LivingRoom_Television_1 HOME02_LivingRoom_AirPurifier_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""ContactSensor.Contact == false"", ""edge"": ""rising""}, {""op"": ""cycle"", ""until"": null, ""period"": ""5 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""HumiditySensor.Humidity > 60"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Toggle"", ""args"": {}}], ""else"": []}]}]}"
G02288,HOME05,"When the door sensor says the door is open, toggle the stairs switch every 20 minutes for the next 3 hours.",문열림 센서가 문이 열렸다고 알리면 앞으로 3시간 동안 20분마다 계단 스위치 껐다 켜.,trigger,contact,switch,ContactSensor,Switch,place,execute,D8,T3,act,1,none,,HOME05_Stairs_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""ContactSensor.Contact == false"", ""edge"": ""rising""}, {""op"": ""cycle"", ""until"": ""n >= 9"", ""period"": ""20 MIN"", ""body"": [{""op"": ""call"", ""target"": ""Switch.Toggle"", ""args"": {}}], ""count"": ""n""}]}"
G02289,HOME07,"When the sun goes down, check every 30 minutes and start the garden mower if nobody is home.",해가 지면 30분마다 확인해서 집에 아무도 없을 때 마당 잔디깎이 켜.,trigger,sun,mower,SunProvider,Mower,place,execute,D7,T3,act,1,sun,,HOME07_Garden_Mower_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""SunProvider.SunState == \""belowHorizon\"""", ""edge"": ""rising""}, {""op"": ""cycle"", ""until"": null, ""period"": ""30 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""PersonTracker.IsHome == false"", ""then"": [{""op"": ""call"", ""target"": ""Mower.StartMowing"", ""args"": {}}], ""else"": []}]}]}"
G02290,HOME07,"Wait up to 30 minutes to see if the door is open; if not, park the garden mower","문이 열리는지 최대 30분 기다려 보고, 그래도 아니면 마당 잔디깎이 정위치로 보내",trigger,sun,mower,SunProvider,Mower,place,execute,D10,T3,act,1,sun,,HOME07_Garden_Mower_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""ContactSensor.Contact == false"", ""edge"": ""rising"", ""timeout"": ""30 MIN""}, {""op"": ""if"", ""cond"": ""not (ContactSensor.Contact == false)"", ""then"": [{""op"": ""call"", ""target"": ""Mower.Dock"", ""args"": {}}], ""else"": []}]}"
G02291,HOME06,"As the sun sets, check every 5 minutes and start the garden mower if the room is too warm",해가 지기 시작하면 5분마다 확인해서 방이 더울 때 마당 잔디깎이 켜,trigger,sun,mower,SunProvider,Mower,place,execute,D7,T3,act,1,sun,,HOME06_Garden_Mower_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""SunProvider.SunState == \""belowHorizon\"""", ""edge"": ""rising""}, {""op"": ""cycle"", ""until"": null, ""period"": ""5 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature > 26"", ""then"": [{""op"": ""call"", ""target"": ""Mower.StartMowing"", ""args"": {}}], ""else"": []}]}]}"
G02292,OFFICE06,"Once the window is open, brew a cup on the pantry coffee maker every 30 minutes",창문이 열려 있으면 30분마다 팬트리 커피포트로 한 잔 내려,trigger,arrive,coffee,PersonTracker,CoffeeMaker,place,execute,D9,T3,read,1,phone,,OFFICE06_Pantry_CoffeeMaker_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""ContactSensor.Contact == false"", ""edge"": ""rising""}, {""op"": ""cycle"", ""until"": null, ""period"": ""30 MIN"", ""body"": [{""op"": ""call"", ""target"": ""CoffeeMaker.Brew"", ""args"": {""Strength"": ""normal""}}]}]}"
G02293,OFFICE02,"Once I am back, brew a cup on the coffee maker, but only if the door is open.",내가 돌아오면 문이 열려 있을 때만 커피포트로 한 잔 내려.,trigger,arrive,coffee,PersonTracker,CoffeeMaker,plain,execute,D3,T2,act,1,phone,,OFFICE02_Pantry_CoffeeMaker_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""PersonTracker.IsHome == true"", ""edge"": ""rising""}, {""op"": ""if"", ""cond"": ""ContactSensor.Contact == false"", ""then"": [{""op"": ""call"", ""target"": ""CoffeeMaker.Brew"", ""args"": {""Strength"": ""normal""}}], ""else"": []}]}"
G02294,HOME19,"When I get home, wait 5 minutes and then turn the coffee maker off",내가 집에 오면 5분 기다렸다가 커피포트 꺼,trigger,arrive,coffee,PersonTracker,CoffeeMaker,plain,execute,D2,T2,act,1,phone,,HOME19_Kitchen_CoffeeMaker_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""PersonTracker.IsHome == true"", ""edge"": ""rising""}, {""op"": ""delay"", ""duration"": ""5 MIN""}, {""op"": ""call"", ""target"": ""CoffeeMaker.Stop"", ""args"": {}}]}"
G02295,OFFICE05,please take a snapshot with all the cameras 15 minutes from now.,지금부터 15분 뒤에 모든 카메라로 사진 좀 찍어 줘.,trigger,timer,camera,Clock,Camera,all,execute,D2,T2,act,1,none,,OFFICE05_Hallway_Camera_1 OFFICE05_Hallway_Camera_2 OFFICE05_Hallway_Camera_3 OFFICE05_Hallway_Camera_4,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""delay"", ""duration"": ""15 MIN""}, {""op"": ""call"", ""target"": ""Camera.CaptureImage"", ""args"": {}}]}"
G02296,FARM01,can you start recording on all the cameras after 15 minutes?,15분 뒤에 모든 카메라 녹화 시작해 줄래?,trigger,timer,camera,Clock,Camera,all,execute,D2,T2,act,1,none,,FARM01_Greenhouse_Camera_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""delay"", ""duration"": ""15 MIN""}, {""op"": ""call"", ""target"": ""Camera.StartRecording"", ""args"": {}}]}"
G02297,FACT04,Keep an eye on the place once the 3 minute timer runs out,3분 타이머가 끝나면 집 좀 지켜봐 줘,trigger,timer,camera,Clock,Camera,vague,execute,D2,T2,act,1,none,,FACT04_MachineShop_Camera_1 FACT04_MachineShop_Camera_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""delay"", ""duration"": ""3 MIN""}, {""op"": ""call"", ""target"": ""Camera.StartRecording"", ""args"": {}}]}"
G02298,HOME15,I'd like you to pause the living room TV once everyone has left.,다들 나가고 나면 거실 TV 일시정지해 줬으면 해.,trigger,leave,media,PersonTracker,Television,place,execute,D4,T1,set,1,phone,,HOME15_LivingRoom_Television_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""PersonTracker.IsHome == false"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Speaker.Pause"", ""args"": {}}]}"
G02299,HOME08,can you pause the living room TV when I leave home?,내가 집을 나서면 거실 TV 일시정지해 줄래?,trigger,leave,media,PersonTracker,Television,place,execute,D4,T1,set,1,phone,,HOME08_LivingRoom_Television_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""PersonTracker.IsHome == false"", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Speaker.Pause"", ""args"": {}}]}"
