id,space_id,command,command_ko,context,expect,why_type,why,category
413,OFFICE02,"If nobody is around right now, make sure the place is secure.",아무도 없으면 문단속 좀 해줘.,,execute,,,자동화 만들기
414,OFFICE05,Keep the ventilation running while the humidity is over 60 percent.,습도가 60퍼센트를 넘는 동안 계속 환기해줘.,,execute,,,자동화 만들기
415,OFFICE03,"please set the fan to high, but only if it is dark outside.",바깥이 어두울 때만 선풍기 세게 틀어주세요.,,refuse,기기없음,선풍기 없음,자동화 만들기
416,OFFICE01,"If the window is open right now, turn the pantry coffee maker off",창문이 열려 있으면 팬트리 커피머신 꺼.,,execute,,,자동화 만들기
417,OFFICE02,Wait 5 minutes and then start the pantry coffee maker.,5분 기다렸다가 팬트리 커피머신 켜.,,execute,,,자동화 만들기
418,OFFICE02,"please put the row 2 light on, but only if someone is in the room.",사무실에 사람이 있을 때만 2열 조명 좀 켜줘.,,execute,,,자동화 만들기
419,OFFICE04,"From 9 am to 6 pm, check the carbon dioxide level every 30 minutes and ventilate if it is high.",오전 9시부터 오후 6시까지 30분마다 이산화탄소 농도 확인해서 높으면 환기해줘.,,execute,,,자동화 만들기
420,OFFICE03,Wait 30 minutes and then let me know whether anyone is in the meeting room,30분 기다렸다가 회의실에 사람 있는지 알려줘.,,execute,,,자동화 만들기
421,OFFICE01,Wait 20 minutes and then run the pantry fan for 45 minutes.,20분 기다렸다가 팬트리 선풍기를 45분 동안 돌려.,,execute,,,자동화 만들기
422,OFFICE04,Keep checking and shut everything down in here for as long as nobody is around.,아무도 없는 동안 계속 여기 다 꺼줘.,,refuse,감지불가,사람이 있는지 알 방법이 없음,자동화 만들기
423,OFFICE06,"When I double-press the button, check every 20 minutes and run the meeting scene on the lights if the printer is running.",버튼이 연속 두 번 눌리면 20분마다 확인해서 프린터가 돌고 있을 때 조명 회의 모드 실행해.,,execute,,,자동화 만들기
424,OFFICE06,"Wait up to 30 minutes to see if it is dark outside; if not, run the reading scene on the lights",30분 동안 바깥이 어두워지지 않으면 조명 독서 모드 실행해.,,execute,,,자동화 만들기
425,OFFICE05,"Wait up to 30 minutes to see if the door is open; if not, put the open space lights into morning mode.",30분 동안 문이 열리지 않으면 사무실 조명 아침 모드로 해.,,execute,,,자동화 만들기
426,OFFICE06,"With a single press of the button, check every 5 minutes and turn the lights up to 90 percent if the room is too warm.",버튼을 한 번 누르면 5분마다 확인해서 사무실이 더울 때 조명 전부 밝기 90퍼센트로 올려.,,execute,,,자동화 만들기
427,OFFICE05,"Wait up to 20 minutes to see if the temperature is under 18 degrees; if not, turn the lights up to 85 percent.",20분 동안 온도가 18도 아래로 내려가지 않으면 조명 전부 밝기 85퍼센트로 올려.,,execute,,,자동화 만들기
428,OFFICE05,"Wait up to 10 minutes to see if the printer toner is under 20 percent; if not, turn on the open space lights",10분 동안 프린터 토너가 20퍼센트 아래로 내려가지 않으면 사무실 조명 켜.,,execute,,,자동화 만들기
429,OFFICE03,"Once it gets dark outside, check every 10 minutes and get the meeting room 2 light on if the room is too warm",바깥이 어두워지면 10분마다 확인해서 사무실이 더울 때 회의실 2 조명 켜.,,execute,,,자동화 만들기
430,OFFICE01,"If someone stays in the room for 10 minutes, send me a notification",10분 동안 계속 사람이 있으면 알림 보내줘.,,execute,,,자동화 만들기
431,OFFICE04,"On Thursday at 10 pm, tell me about it every 10 minutes for the next 2 hours",목요일 밤 10시에 앞으로 2시간 동안 10분마다 알려줘.,,execute,,,자동화 만들기
432,OFFICE01,"Wait up to 15 minutes to see if the printer toner is under 20 percent; if not, light up the lights",15분 동안 프린터 토너가 20퍼센트 아래로 내려가지 않으면 조명 전부 켜.,,execute,,,자동화 만들기
433,OFFICE06,"Wait up to 10 minutes to see if the window is open; if not, get all the lights on",10분 동안 창문이 열리지 않으면 모든 조명 켜.,,refuse,기기없음,창문 기기가 없음 (블라인드만 있음),자동화 만들기
434,OFFICE06,"Wait up to 15 minutes to see if the printer paper is under 20 percent; if not, light up all the lights.",15분 동안 프린터 용지가 20퍼센트 아래로 내려가지 않으면 모든 조명 켜.,,execute,,,자동화 만들기
435,OFFICE02,"While the temperature stays over 30 degrees, run the fan for 60 minutes every 90 minutes.",온도가 30도를 계속 넘고 있으면 90분마다 선풍기를 60분 동안 돌려.,,refuse,기기없음,선풍기 없음,자동화 만들기
436,OFFICE04,"While the temperature stays over 28 degrees, run the pantry fan for 15 minutes every 20 minutes.",온도가 28도를 계속 넘고 있으면 20분마다 팬트리 선풍기를 15분 동안 돌려.,,execute,,,자동화 만들기
437,OFFICE04,"If the temperature drops below 18 degrees, check every 10 minutes and turn the lights warm white if the window is open",온도가 18도 아래로 떨어지면 10분마다 확인해서 창문이 열려 있을 때 조명 전부 전구색으로 켜.,,refuse,기기없음,창문 기기가 없음 (블라인드만 있음),자동화 만들기
438,OFFICE04,"Wait up to 30 minutes to see if the printer is running; if not, turn the lights red.",30분 동안 프린터가 돌지 않으면 조명 전부 빨간색으로 켜.,,execute,,,자동화 만들기
439,OFFICE05,"Wait up to 15 minutes to see if someone is in the room; if not, change the lights to green.",15분 동안 사무실에 사람이 오지 않으면 조명 전부 초록색으로 바꿔.,,execute,,,자동화 만들기
440,OFFICE02,"Wait up to 20 minutes to see if the room is too warm; if not, raise the open space blinds",20분 동안 사무실이 더워지지 않으면 사무실 블라인드 올려.,,execute,,,자동화 만들기
441,OFFICE05,"Wait up to 5 minutes to see if it is dark outside; if not, let me know.",5분 동안 바깥이 어두워지지 않으면 알려줘.,,execute,,,자동화 만들기
442,OFFICE01,"Once the window is open, send me a notification every 15 minutes.",창문이 열려 있으면 15분마다 알림 보내줘.,,execute,,,자동화 만들기
443,OFFICE02,"Wait up to 15 minutes to see if the door is open; if not, change the lights to amber",15분 동안 문이 열리지 않으면 조명 전부 주황색으로 바꿔.,,refuse,감지불가,문 열림을 감지할 센서 없음,자동화 만들기
444,OFFICE04,"Wait up to 15 minutes to see if the printer paper is below half; if not, turn the heating off",15분 동안 프린터 용지가 절반 아래로 내려가지 않으면 난방 꺼.,,refuse,기기없음,난방기 없음,자동화 만들기
445,OFFICE06,"Once the room is too warm, take a snapshot with the open space camera every 30 minutes.",사무실이 너무 더우면 30분마다 사무실 카메라로 사진 찍어.,,ask,확인필요,촬영이라 확인 필요,자동화 만들기
446,OFFICE03,"Wait up to 5 minutes to see if someone is in the room; if not, set the light to amber.",5분 동안 사무실에 사람이 오지 않으면 조명 주황색으로 바꿔.,,execute,,,자동화 만들기
447,OFFICE01,"At 9 am, check every 30 minutes and change the light to red if the temperature is under 18 degrees",오전 9시에 30분마다 확인해서 온도가 18도 아래일 때 조명 빨간색으로 바꿔.,,ask,위치애매,어느 공간 조명인지 애매,자동화 만들기
448,OFFICE01,"When the door closes, check every 10 minutes and close the blinds if the room is too warm.",문이 닫히면 10분마다 확인해서 사무실이 더울 때 블라인드 내려.,,execute,,,자동화 만들기
449,OFFICE01,"Once the window is open, run the pantry fan for 2 minutes every 20 minutes.",창문이 열려 있으면 20분마다 팬트리 선풍기를 2분 동안 돌려.,,execute,,,자동화 만들기
450,OFFICE06,"When the entrance door opens, push me an alert every 10 minutes for the next 2 hours.",현관문이 열리면 앞으로 2시간 동안 10분마다 알림 띄워줘.,,execute,,,자동화 만들기
451,OFFICE03,"While someone is in the entrance, say it out loud on the meeting room speaker every 30 minutes until the window is open",현관에 사람이 있는 동안 창문이 열릴 때까지 30분마다 회의실 스피커로 소리 내서 알려.,,refuse,기기없음,창문 기기가 없음 (블라인드만 있음),자동화 만들기
452,OFFICE06,"When I arrive, repeat this 3 times: toggle the entrance switch, then wait 10 minutes",내가 도착하면 현관 스위치 껐다 켜고 10분 쉬는 걸 3번 반복해줘.,,execute,,,자동화 만들기
453,OFFICE01,"When it gets hot outside, check every 20 minutes and switch the meeting room lights on if the room is too warm.",바깥이 더워지면 20분마다 확인해서 사무실이 더울 때 회의실 조명 켜.,,execute,,,자동화 만들기
454,OFFICE04,"When it starts raining, check every 5 minutes and set the row 5 light to orange if someone is in the room.",비가 오기 시작하면 5분마다 확인해서 사무실에 사람이 있을 때 5열 조명 주황색으로 바꿔.,,refuse,감지불가,날씨 정보와 사람 감지 센서가 모두 없음,자동화 만들기
455,OFFICE03,"Wait up to 20 minutes to see if nobody is around; if not, turn the meeting room 1 light blue.",20분 동안 계속 사람이 있으면 회의실 1 조명 파란색으로 켜.,,execute,,,자동화 만들기
456,OFFICE04,"Wait up to 15 minutes to see if the printer toner is under 20 percent; if not, pull the blinds shut",15분 동안 프린터 토너가 20퍼센트 아래로 내려가지 않으면 블라인드 닫아.,,refuse,기기없음,블라인드 없음,자동화 만들기
457,OFFICE06,"When nothing has moved for 2 minutes, check every 20 minutes and change the meeting room lights to blue if the printer paper is below half",2분 동안 아무 움직임도 없으면 20분마다 확인해서 프린터 용지가 절반 아래일 때 회의실 조명 파란색으로 바꿔.,,execute,,,자동화 만들기
458,OFFICE02,"At sunrise, toggle the switch every 20 minutes.",해 뜰 때 20분마다 스위치 껐다 켜.,,ask,위치애매,어느 스위치인지 애매,자동화 만들기
459,OFFICE06,"Wait up to 20 minutes to see if the humidity is over 60 percent; if not, turn the heating up to 23.",20분 동안 습도가 60퍼센트를 넘지 않으면 난방 23도로 올려.,,refuse,감지불가,습도 센서 없음,자동화 만들기
460,OFFICE03,"Once the printer hits an error, turn on the meeting room 4 light every 30 minutes until the temperature is under 18 degrees.",프린터에 오류가 나면 온도가 18도 아래로 내려갈 때까지 30분마다 회의실 4 조명 켜.,,execute,,,자동화 만들기
461,OFFICE04,"As soon as I arrive, check every 30 minutes and change the open space lights to amber if the door is open.",내가 도착하자마자 30분마다 확인해서 문이 열려 있을 때 사무실 조명 주황색으로 바꿔.,,refuse,감지불가,"내가 도착했는지, 문이 열렸는지 알 수 없음",자동화 만들기
462,OFFICE04,"Wait up to 5 minutes to see if the temperature is under 18 degrees; if not, dim the lights to 30 percent.",5분 동안 온도가 18도 아래로 내려가지 않으면 조명 전부 밝기를 30퍼센트로 낮춰.,,execute,,,자동화 만들기
463,OFFICE06,"When I am close by, check every 20 minutes and put the open space air conditioner on cool if it is dark outside",내가 근처에 오면 20분마다 확인해서 바깥이 어두울 때 사무실 에어컨 냉방으로 해.,,execute,,,자동화 만들기
464,OFFICE01,"When I am away, check every 5 minutes and put the air conditioner on cool if the room is too warm.",내가 자리에 없으면 5분마다 확인해서 사무실이 더울 때 에어컨 냉방으로 해.,,execute,,,자동화 만들기
465,OFFICE02,"When someone comes in the entrance, check every 5 minutes and close all the blinds if it is dark outside.",현관에 사람이 들어오면 5분마다 확인해서 바깥이 어두울 때 모든 블라인드 닫아.,,execute,,,자동화 만들기
466,OFFICE06,"Every day at 10:30 pm, brew a cup on the pantry coffee maker every 20 minutes",매일 밤 10시 30분에 20분마다 팬트리 커피머신으로 한 잔 내려.,,execute,,,자동화 만들기
467,OFFICE05,"Wait up to 5 minutes to see if the door is open; if not, turn off the open space lights.",5분 동안 문이 열리지 않으면 사무실 조명 꺼.,,execute,,,자동화 만들기
468,OFFICE03,"When the entrance door opens, check every 10 minutes and switch the lights to the meeting scene if the printer paper is below half.",현관 문이 열리면 10분마다 확인해서 프린터 용지가 절반 아래일 때 조명 전부 회의 모드로 바꿔.,,execute,,,자동화 만들기
469,OFFICE06,"When the pantry door opens, check every 20 minutes and set the lights to the relax scene if the printer paper is under 20 percent",현관문이 열리면 20분마다 확인해서 프린터 용지가 20퍼센트 아래일 때 조명 휴식 모드로 해.,,execute,,,자동화 만들기
470,OFFICE06,"Once the window is open, brew a cup on the pantry coffee maker every 30 minutes",창문이 열려 있으면 30분마다 팬트리 커피머신으로 한 잔 내려.,,refuse,기기없음,창문 기기가 없음 (블라인드만 있음),자동화 만들기
471,OFFICE05,"Once the switch has been on for 15 minutes, show it on the screen every 10 minutes until the temperature is under 18 degrees.",스위치가 15분 동안 켜져 있으면 온도가 18도 아래로 내려갈 때까지 10분마다 화면에 띄워줘.,,execute,,,자동화 만들기
472,OFFICE05,"Wait up to 15 minutes to see if the printer paper is below half; if not, run the focus scene on the lights",15분 동안 프린터 용지가 절반 아래로 내려가지 않으면 조명 집중 모드 실행해.,,execute,,,자동화 만들기
473,OFFICE01,Check every 15 minutes and light up the lights if the window is open,15분마다 확인해서 창문이 열려 있으면 조명 전부 켜.,,execute,,,자동화 만들기
474,OFFICE03,"Wait up to 10 minutes to see if the printer toner is under 20 percent; if not, turn the meeting room 3 light up to 70 percent",10분 동안 프린터 토너가 20퍼센트 아래로 내려가지 않으면 회의실 3 조명 밝기 70퍼센트로 올려.,,execute,,,자동화 만들기
475,OFFICE02,"Wait up to 10 minutes to see if the printer is running; if not, turn the row 1 light up to 75 percent.",10분 동안 프린터가 돌지 않으면 1열 조명 밝기 75퍼센트로 올려.,,execute,,,자동화 만들기
476,OFFICE03,Check every 30 minutes and dim the meeting room 2 light to 10 percent if the door is open.,30분마다 확인해서 문이 열려 있으면 회의실 2 조명 밝기를 10퍼센트로 낮춰.,,execute,,,자동화 만들기
477,OFFICE01,"Wait up to 15 minutes to see if it is dark outside; if not, light up the open space lights",15분 동안 바깥이 어두워지지 않으면 사무실 조명 켜.,,execute,,,자동화 만들기
478,OFFICE01,"Wait up to 15 minutes to see if the room is too warm; if not, change the light to purple.",15분 동안 사무실이 더워지지 않으면 조명 보라색으로 바꿔.,,execute,,,자동화 만들기
479,OFFICE01,"Wait up to 30 minutes to see if the room is too warm; if not, light up the light.",30분 동안 사무실이 더워지지 않으면 조명 켜.,,execute,,,자동화 만들기
480,OFFICE02,Check every 30 minutes and switch the open space lights on if the printer paper is below half.,30분마다 확인해서 프린터 용지가 절반 아래면 사무실 조명 켜.,,execute,,,자동화 만들기
481,OFFICE05,"Wait up to 15 minutes to see if the humidity is over 60 percent; if not, turn the meeting room lights purple",15분 동안 습도가 60퍼센트를 넘지 않으면 회의실 조명 보라색으로 켜.,,ask,위치애매,회의실이 1층·2층에 있어 어느 곳인지 애매,자동화 만들기
482,OFFICE05,Check every 5 minutes and switch the open space lights on if the printer paper is below half.,5분마다 확인해서 프린터 용지가 절반 아래면 사무실 조명 켜.,,execute,,,자동화 만들기
483,OFFICE05,Check every 5 minutes and switch the open space lights on if someone is in the room.,5분마다 확인해서 사무실에 사람이 있으면 사무실 조명 켜.,,execute,,,자동화 만들기
484,OFFICE04,"Wait up to 30 minutes to see if the temperature is under 18 degrees; if not, make the open space lights pink",30분 동안 온도가 18도 아래로 내려가지 않으면 사무실 조명 분홍색으로 해.,,execute,,,자동화 만들기
485,OFFICE04,"Wait up to 5 minutes to see if the printer paper is below half; if not, switch the open space lights on.",5분 동안 프린터 용지가 절반 아래로 내려가지 않으면 사무실 조명 켜.,,execute,,,자동화 만들기
486,OFFICE05,Check every 15 minutes and change the open space lights to purple if the printer is running,15분마다 확인해서 프린터가 돌고 있으면 사무실 조명 보라색으로 바꿔.,,execute,,,자동화 만들기
487,OFFICE03,"Wait up to 15 minutes to see if the room is too warm; if not, set the volume on the TV to 40",15분 동안 사무실이 더워지지 않으면 TV 볼륨 40으로 맞춰.,,refuse,기기없음,TV 없음 (회의실 디스플레이만 있음),자동화 만들기
488,OFFICE02,Check every 30 minutes and toggle the switch if the door is open.,30분마다 확인해서 문이 열려 있으면 스위치 껐다 켜.,,refuse,감지불가,문 열림을 감지할 센서 없음,자동화 만들기
489,OFFICE04,Check every 30 minutes and ping me when the printer finishes if someone is in the room.,30분마다 확인해서 사무실에 사람이 있을 때 프린터 끝나면 알려줘.,,refuse,감지불가,사람이 있는지 알 방법이 없음,자동화 만들기
490,OFFICE04,"Wait up to 5 minutes to see if the temperature is under 18 degrees; if not, text me the humidity in the entrance",5분 동안 온도가 18도 아래로 내려가지 않으면 현관 습도 문자로 보내줘.,,refuse,보낼수단없음,현관에 습도 센서가 없고 문자 보낼 기기도 없음,자동화 만들기
491,OFFICE04,Check every 10 minutes and send me the pantry temperature if the room is too warm.,10분마다 확인해서 사무실이 너무 더우면 팬트리 온도 알려줘.,,refuse,감지불가,팬트리에 온도 센서 없음,자동화 만들기
492,OFFICE01,Check every 15 minutes and raise the blind if the temperature is under 18 degrees.,15분마다 확인해서 온도가 18도 아래면 블라인드 올려.,,execute,,,자동화 만들기
493,OFFICE05,Check every 10 minutes and lower the open space blinds to 20 percent if the printer is running.,10분마다 확인해서 프린터가 돌고 있으면 사무실 블라인드 20퍼센트까지 내려.,,execute,,,자동화 만들기
494,OFFICE02,Check every 15 minutes and make sure the door lock is locked if the printer paper is under 20 percent,15분마다 확인해서 프린터 용지가 20퍼센트 아래면 도어락 잠겼는지 봐줘.,,execute,,,자동화 만들기
495,OFFICE04,"Wait up to 5 minutes to see if someone is in the room; if not, unlock the door lock",5분 동안 사무실에 사람이 오지 않으면 도어락 열어.,,refuse,위험,사람이 없을 때 문을 여는 건 위험,자동화 만들기
496,OFFICE03,could you run the fan for 2 minutes every 20 minutes until the door is open?,문이 열릴 때까지 20분마다 선풍기를 2분 동안 돌려줄래?,,refuse,기기없음,선풍기 없음,자동화 만들기
497,OFFICE01,Check every 60 minutes and run the fan for 30 minutes if the door is open,60분마다 확인해서 문이 열려 있으면 선풍기를 30분 동안 돌려.,,execute,,,자동화 만들기
498,OFFICE01,"Wait up to 30 minutes to see if someone is in the room; if not, run the pantry fan for 30 minutes",30분 동안 사무실에 사람이 오지 않으면 팬트리 선풍기를 30분 동안 돌려.,,execute,,,자동화 만들기
499,OFFICE04,"Once the printer toner is under 20 percent, run the pantry fan for 2 minutes every 5 minutes.",프린터 토너가 20퍼센트 아래면 5분마다 팬트리 선풍기를 2분 동안 돌려.,,execute,,,자동화 만들기
500,OFFICE05,"Wait up to 20 minutes to see if someone is in the room; if not, what is the temperature in the hallway.",20분 동안 사무실에 사람이 오지 않으면 복도 온도 알려줘.,,refuse,감지불가,복도에 온도 센서 없음,자동화 만들기
501,OFFICE02,Tell me every 10 minutes whether the entrance door is open,10분마다 현관문 열려 있는지 알려줘.,,refuse,감지불가,문 열림 센서 없음,자동화 만들기
502,OFFICE01,could you start a countdown for 5 minutes every 30 minutes?,30분마다 5분 카운트다운 시작해줄래?,,agent,,,타이머
503,OFFICE04,could you start a countdown for 60 minutes every 90 minutes?,90분마다 60분 카운트다운 시작해줄 수 있어?,,agent,,,타이머
504,OFFICE05,"Repeat this 3 times: toggle the switch, then wait 10 minutes.",스위치 껐다 켜고 10분 쉬는 걸 3번 반복해줘.,,ask,위치애매,어느 스위치인지 애매,기기 제어
505,OFFICE03,"Wait up to 30 minutes to see if the humidity is over 60 percent; if not, raise the blinds.",30분 동안 습도가 60퍼센트를 넘지 않으면 블라인드 올려.,,refuse,기기없음,습도 센서와 블라인드가 모두 없음,자동화 만들기
506,OFFICE02,can you brew a cup on the coffee maker every 30 minutes?,30분마다 커피머신으로 한 잔 내려줄래?,,execute,,,자동화 만들기
507,OFFICE03,"Repeat this 3 times: take a snapshot with all the cameras, then wait 10 minutes.",모든 카메라로 사진 찍고 10분 쉬는 걸 3번 반복해줘.,,ask,확인필요,촬영이라 확인 필요,기기 제어
508,OFFICE05,Check every 30 minutes and put the lights on if it is dark outside.,30분마다 확인해서 바깥이 어두우면 조명 전부 켜.,,execute,,,자동화 만들기
509,OFFICE03,"Wait up to 10 minutes to see if someone comes into the room; if not, lock the entrance door lock",10분 동안 사무실에 사람이 오지 않으면 현관 도어락 잠가.,,execute,,,자동화 만들기
510,OFFICE02,"Wait up to 10 minutes to see if the temperature is under 18 degrees; if not, close the blinds.",10분 동안 온도가 18도 아래로 내려가지 않으면 블라인드 닫아.,,execute,,,자동화 만들기
511,OFFICE04,could you brew a cup on the coffee maker every 10 minutes?,10분마다 커피머신으로 한 잔 내려줄래?,,execute,,,자동화 만들기
512,OFFICE06,please brew a cup on the coffee maker every 10 minutes until it is dark outside.,바깥이 어두워질 때까지 10분마다 커피머신으로 한 잔 내려주세요.,,execute,,,자동화 만들기
513,OFFICE01,could you brew a cup on the coffee maker every 15 minutes for the next 4 hours?,앞으로 4시간 동안 15분마다 커피머신으로 한 잔 내려줘.,,execute,,,자동화 만들기
514,OFFICE06,Check every 15 minutes and brew a cup on the pantry coffee maker if it is dark outside,15분마다 확인해서 바깥이 어두우면 팬트리 커피머신으로 한 잔 내려.,,execute,,,자동화 만들기
515,OFFICE05,Check every 10 minutes and lower the blinds to 50 percent if it is dark outside.,10분마다 확인해서 바깥이 어두우면 블라인드 전부 50퍼센트까지 내려.,,execute,,,자동화 만들기
516,OFFICE02,Run the fan for 60 minutes every 90 minutes until the printer toner is under 20 percent.,프린터 토너가 20퍼센트 아래로 내려갈 때까지 90분마다 선풍기를 60분 동안 돌려.,,refuse,기기없음,선풍기 없음,자동화 만들기
517,OFFICE01,"Repeat this 3 times: run the fan for 45 minutes, then wait 15 minutes.",선풍기를 45분 동안 돌려주고 15분 쉬는 걸 3번 반복해.,,execute,,,자동화 만들기
518,OFFICE02,Check every 30 minutes and run the fan for 20 minutes if the printer is running,30분마다 확인해서 프린터가 돌고 있으면 선풍기를 20분 동안 돌려.,,refuse,기기없음,선풍기 없음,자동화 만들기
519,OFFICE01,Check every 5 minutes and take a snapshot with the camera if the window is open.,5분마다 확인해서 창문이 열려 있으면 카메라로 사진 찍어.,,refuse,기기없음,카메라 없음,자동화 만들기
520,OFFICE04,"Wait up to 30 minutes to see if someone is in the room; if not, close the blinds",30분 동안 사무실에 사람이 오지 않으면 블라인드 닫아.,,refuse,기기없음,블라인드와 사람 감지 센서가 모두 없음,자동화 만들기
521,OFFICE02,"If my calendar says I am busy, count how many times it happens and push me an alert once it passes 3.",일정이 잡힐 때마다 세다가 3번을 넘으면 알림 띄워줘.,,execute,,,자동화 만들기
522,OFFICE04,"Wait until the printer paper is below half, then give me a heads-up every 10 minutes for 2 hours.",프린터 용지가 절반 아래로 내려갈 때까지 기다렸다가 2시간 동안 10분마다 꼭 알려줘.,,execute,,,자동화 만들기
523,OFFICE06,"please tell me about it every 15 minutes while it is dark outside, and stop after 6 hours.","바깥이 어두운 동안 15분마다 알려주고, 6시간 뒤에는 멈춰주세요.",,execute,,,자동화 만들기
524,OFFICE01,"Wait until the printer paper is below half, then show it on the screen every 30 minutes for 5 hours",프린터 용지가 절반 아래로 내려갈 때까지 기다렸다가 5시간 동안 30분마다 화면에 띄워줘.,,execute,,,자동화 만들기
525,OFFICE05,"Wait until the room is too warm, then show it on the screen every 30 minutes for 3 hours.",사무실이 더워질 때까지 기다렸다가 3시간 동안 30분마다 화면에 띄워줘.,,execute,,,자동화 만들기
526,OFFICE02,"Wait until the room is too warm, then play a chime on the open space speaker every 30 minutes for 6 hours",사무실이 더워질 때까지 기다렸다가 6시간 동안 30분마다 사무실 스피커로 알림음 울려.,,execute,,,자동화 만들기
527,OFFICE06,"please push me an alert every 30 minutes while the door is open, and stop after 4 hours.","문이 열려 있는 동안 30분마다 알림 띄워주고, 4시간 뒤에는 멈춰주세요.",,execute,,,자동화 만들기
528,OFFICE06,Count how many times motion is detected in the open space and turn the heating off once it passes 6,사무실에서 움직임이 감지될 때마다 세다가 6번을 넘으면 난방 꺼.,,execute,,,자동화 만들기
529,OFFICE06,"If the temperature drops below 18 degrees, if it is lower than it was an hour ago, turn the open space air conditioner off.",온도가 18도 아래로 떨어질 때 그게 한 시간 전보다 낮으면 사무실 에어컨 꺼.,,execute,,,자동화 만들기
530,OFFICE02,"please brew a cup on the coffee maker every 30 minutes while the window is open, and stop after 6 hours.","창문이 열려 있는 동안 30분마다 커피머신으로 한 잔 내려주고, 6시간 뒤에는 좀 멈춰줘.",,refuse,기기없음,창문 기기가 없음 (블라인드만 있음),자동화 만들기
531,OFFICE04,"could you brew a cup on the pantry coffee maker every 20 minutes while the printer toner is under 20 percent, and stop after 4 hours?","프린터 토너가 20퍼센트 아래인 동안 20분마다 팬트리 커피머신으로 한 잔 내려주고, 4시간 뒤에는 멈춰줘.",,execute,,,자동화 만들기
532,OFFICE02,"Wait until it is dark outside, then send me a note if the meeting room 1 light stays on every 30 minutes for 6 hours.",바깥이 어두워질 때까지 기다렸다가 6시간 동안 30분마다 회의실 1 조명 계속 켜져 있으면 알려줘.,,execute,,,자동화 만들기
533,OFFICE02,"Wait until the door is open, then run the fan for 5 minutes every 30 minutes for 4 hours",문이 열릴 때까지 기다렸다가 4시간 동안 30분마다 선풍기를 5분 동안 돌려.,,refuse,기기없음,선풍기 없음,자동화 만들기
534,OFFICE01,"please brew a cup on the pantry coffee maker every 10 minutes while the temperature is under 18 degrees, and stop after 4 hours.","온도가 18도 아래인 동안 10분마다 팬트리 커피머신으로 한 잔 내려주고, 4시간 뒤에는 좀 멈춰줘.",,execute,,,자동화 만들기
535,OFFICE01,"Wait until the printer paper is under 20 percent, then brew a cup on the pantry coffee maker every 20 minutes for 4 hours",프린터 용지가 20퍼센트 아래로 내려갈 때까지 기다렸다가 4시간 동안 20분마다 팬트리 커피머신으로 한 잔 내려.,,execute,,,자동화 만들기
536,OFFICE04,"could you brew a cup on the pantry coffee maker every 5 minutes while the temperature is under 18 degrees, and stop after 3 hours?","온도가 18도 아래인 동안 5분마다 팬트리 커피머신으로 한 잔 내려주고, 3시간 뒤에는 멈춰줄 수 있어?",,execute,,,자동화 만들기
537,OFFICE04,"please brew a cup on the pantry coffee maker every 15 minutes while the printer toner is under 20 percent, and stop after 2 hours.","프린터 토너가 20퍼센트 아래인 동안 15분마다 팬트리 커피머신으로 한 잔 내려주고, 2시간 뒤에는 좀 멈춰줘.",,execute,,,자동화 만들기
538,OFFICE04,"Wait until nobody is around, then toggle all the switches every 30 minutes for 4 hours.",아무도 없을 때까지 기다렸다가 4시간 동안 30분마다 모든 스위치 껐다 켜.,,refuse,감지불가,사람이 있는지 알 방법이 없음,자동화 만들기
539,OFFICE01,"could you run the pantry fan for 20 minutes every 30 minutes while nobody is around, and stop after 2 hours?","아무도 없는 동안 30분마다 팬트리 선풍기를 20분 동안 돌려주고, 2시간 뒤에는 멈춰줄 수 있어?",,execute,,,자동화 만들기
540,OFFICE01,"Wait until someone is in the room, then run the fan for 5 minutes every 15 minutes for 3 hours.",사무실에 사람이 올 때까지 기다렸다가 3시간 동안 15분마다 선풍기를 5분 동안 돌려.,,execute,,,자동화 만들기
541,OFFICE05,Turn on the meeting room lights.,회의실 조명 켜줘.,,ask,위치애매,회의실이 1층·2층에 있어 어느 곳인지 애매,기기 제어
542,OFFICE05,Turn off all the lights in the office.,사무실 전체 불 꺼줘.,,agent,,,기기 제어
543,OFFICE05,Turn on only the open space lights.,사무실 조명만 켜줘.,,agent,,,기기 제어
544,OFFICE01,Turn on the meeting room air conditioner.,회의실 에어컨 켜줘.,,agent,,,기기 제어
545,OFFICE05,Turn off the open space air conditioners.,사무실 에어컨 꺼줘.,,agent,,,기기 제어
546,OFFICE01,Start the air purifier.,공기청정기 작동시켜줘.,,agent,,,기기 제어
547,OFFICE05,Turn off the meeting room plugs.,회의실 플러그 꺼줘.,,refuse,기기없음,플러그 없음,기기 제어
548,OFFICE05,Turn on the power strip by the desks.,책상 쪽 멀티탭 켜줘.,,refuse,기기없음,멀티탭 없음,기기 제어
549,OFFICE05,Lower the open space blinds.,사무실 블라인드 내려줘.,,agent,,,기기 제어
550,OFFICE01,Raise the window blinds.,창가 블라인드 올려줘.,,agent,,,기기 제어
551,OFFICE03,Turn on the meeting room speakers.,회의실 스피커 켜줘.,,ask,위치애매,스피커가 있는 회의실이 2곳이라 어느 곳인지 애매,기기 제어
552,OFFICE05,Mute the office speakers.,사무실 스피커 음소거해줘.,,agent,,,기기 제어
553,OFFICE05,Set the meeting room lights to 70 percent.,회의실 조명 밝기 70퍼센트로 해줘.,,ask,위치애매,회의실이 1층·2층에 있어 어느 곳인지 애매,기기 제어
